exchange,year,fqtr,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT
US,2012,3,    Laredo Petroleum Inc,LPI,30.836,12.98,,107.16,85.42,4.72,86.41,4.12,2000,50,735,,,,,
US,2012,2,    Laredo Petroleum Inc,LPI,31.385,12.791,,111.56,85.45,4.85,85.45,3.95,2000,,,,,,,
US,2012,1,    Laredo Petroleum Inc,LPI,28.31,11.86,,98.69,95.37,5.84,97.52,5.05,1000,230.03,769.97,,,,,
US,2011,4,    Laredo Petroleum Inc,LPI,26.265,10.31,,95.73,88.14,6.47,89.96,5.99,1000,85,915,,,,,
US,2011,3,    Laredo Petroleum Inc,LPI,24.36,9.8,,87.37,86.26,6.95,85.99,6.71,,,,,,,,
US,2011,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2011,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2010,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2010,3,    Laredo Petroleum Inc,LPI,14.83,4.96,,59.23,74.41,6.2,73.05,5.12,,,,,,,,
US,2010,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2010,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2009,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2009,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2009,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2009,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2008,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2008,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2008,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2008,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2007,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2007,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2007,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2007,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2006,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2006,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2006,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2006,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2005,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2005,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2005,2,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2005,1,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2004,4,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2004,3,    Laredo Petroleum Inc,LPI,,,,,,,,,,,,,,,,
US,2019,2,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2019,1,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2018,4,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2018,3,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2018,2,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2018,1,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2017,4,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2017,3,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2017,2,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2017,1,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2016,4,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2016,3,    Linn Energy LLC,LINEQ,179.1,49.6,30,597,,,39.37,2.57,899.9,899.9,0,,,,,7685.777
US,2016,2,    Linn Energy LLC,LINEQ,179.9,51.1,30.8,588,,,39.37,1.78,,2598,0,,,,,7669.338
US,2016,1,    Linn Energy LLC,LINEQ,185.6666667,55.1,27.9,616,,,28.83,1.97,4900,3966.675,0,,,,,9888.142
US,2015,4,    Linn Energy LLC,LINEQ,189.1,58.9,29,607,,,,,4900,,879,,,,,
US,2015,3,    Linn Energy LLC,LINEQ,199.6333333,63.1,29.2,644,,,41.58,2.64,4750,3478.175,1200,,,,,10028.276
US,2015,2,    Linn Energy LLC,LINEQ,203.2,64.8,27.4,666,,,52.65,2.47,4750,3178.175,1500,,,,,10324.547
US,2015,1,    Linn Energy LLC,LINEQ,200.1,62.8,28.8,651,,,41.65,2.94,5200,3148.175,2001,,,,,10398.488
US,2014,4,    Linn Energy LLC,LINEQ,226.33,71.9,36.3,709,,,65.63,3.69,5400,2968.175,2426.825,,,,,10295.809
US,2014,3,    Linn Energy LLC,LINEQ,207.5,74,33.5,600,,,90.31,4.01,5125,3683.175,1436.825,,,,,12310.146
US,2014,2,    Linn Energy LLC,LINEQ,188.4666667,74.5,31.8,493,,,96.06,4.57,5400,3418.175,1800,,,,,9644.351
US,2014,1,    Linn Energy LLC,LINEQ,183.8666667,71.2,32.5,481,,,92.95,5.23,5400,3033.175,2100,,,,,9466.06
US,2013,4,    Linn Energy LLC,LINEQ,148.367,40,34.7,442,,,93.13,3.45,5400,,2400,,,,,
US,2013,3,    Linn Energy LLC,LINEQ,137.1333333,32.4,28.4,458,,,103.07,3.53,4000,1705,2300,,,,,6.555
US,2013,2,    Linn Energy LLC,LINEQ,130,31.5,27,429,93.49,5.24,91.27,4.12,4000,1435,2600,,,,,6.299
US,2013,1,    Linn Energy LLC,LINEQ,132.6333333,30.1,28.7,443,91.64,5.23,89.13,3.38,3000,1335,1700,,,,,6.24
US,2012,4,    Linn Energy LLC,LINEQ,133.6,31.7,28.4,441,93.31,5.23,83.63,3.46,3000,,1800,,,,,
US,2012,3,    Linn Energy LLC,LINEQ,130.3666667,30.8,31.4,409,62.61,5.17,59.76,2.71,3000,,1000,,,,,6890
US,2012,2,    Linn Energy LLC,LINEQ,105.0333333,28.2,24,317,63.57,5.65,60.56,2.06,3000,1150,1850,,,,,6055
US,2012,1,    Linn Energy LLC,LINEQ,78.46666667,26.1,14.2,229,74.27,6.33,77.15,3.16,2000,4,1900,,,,,4980
US,2011,4,    Linn Energy LLC,LINEQ,70.93333334,24.8,12.3,203,91.09,7.52,91.36,3.91,1500,,556,,,,3104.898,
US,2011,3,    Linn Energy LLC,LINEQ,63.13333333,22.6,12.2,170,88.62,8.05,85.89,4.26,1500,,1430,,,,3.172,3.172
US,2011,2,    Linn Energy LLC,LINEQ,59.66666667,21.4,10.1,169,90.03,8.39,98.23,4.61,1500,4,1496,,,,,3.107
US,2011,1,    Linn Energy LLC,LINEQ,52.13333333,17.2,8.6,158,86.24,8.99,89.44,4.71,1330,5,1325,,,,,2.558
US,2010,4,    Linn Energy LLC,LINEQ,51.128,16.312,9.076,154.44,91.9,8.17,80.75,3.78,1500,,1490,,,,2805.927,
US,2010,3,    Linn Energy LLC,LINEQ,47.33333333,14.6,8.9,143,91.8,8.32,71.42,4.09,1250,5.1,1240,,,,2806,2806
US,2010,2,    Linn Energy LLC,LINEQ,42.63333333,11.6,7.7,140,96.03,8.58,4.04,72.21,1500,,895,,,,,2406
US,2010,1,    Linn Energy LLC,LINEQ,35.63333333,9.8,7.5,110,102.39,9.21,74.76,5.35,1640,909.9,732.6,,,,,1394
US,2009,4,    Linn Energy LLC,LINEQ,35.86666667,9.6,7.6,112,103.62,8.97,70.4,4.75,1640,,422,,1100,,505.927,1605.927
US,2009,3,    Linn Energy LLC,LINEQ,36.23333333,8.8,7.1,122,109.3,8.38,61.9,3.14,1750,386,535,,,,,1739.492
US,2009,2,    Linn Energy LLC,LINEQ,36.43333333,8.7,5.9,131,113.68,8.17,53.1,2.88,1750,1118,563.9,,,,,1606.167
US,2009,1,    Linn Energy LLC,LINEQ,36.16666667,8.8,5.2,133,118.19,7.94,33.76,3.53,1850,1428.393,296,,,,,1678.658
US,2008,4,    Linn Energy LLC,LINEQ,34,8,7,114,81.15,7.36,47.01,2.84,1850,1403.393,446.607,59.937,1474.159,50.546,369.655,1954.297
US,2008,3,    Linn Energy LLC,LINEQ,37.9,9.5,7.3,126.6,85.3,8.05,109.96,8.63,1850,1521.393,328.607,,,,,1771.479
US,2008,2,    Linn Energy LLC,LINEQ,37.26666667,9.3,6.2,130.6,81.1,9.92,114.99,9.96,2000,1829.7,170.3,,,,,2232.398
US,2008,1,    Linn Energy LLC,LINEQ,32.7,7.8,4.4,123,74.98,8.22,90.45,7.66,,,,,,,,
US,2007,4,    Linn Energy LLC,LINEQ,29.16666667,5,4,121,69,8.55,81.27,6.92,,,,,1764.279,0.047,,1706.209
US,2007,3,    Linn Energy LLC,LINEQ,19.33333333,3.8,3,75.2,70.03,7.57,69.7,5.48,1302,1302,0,0.601,192.349,56.049,0.302,1622
US,2007,2,    Linn Energy LLC,LINEQ,7.633333332,2.7,2.2,16.4,60.71,8.89,52.99,6.16,800,476,324,0.48,1.199,0.201,0.301,479.127
US,2007,1,    Linn Energy LLC,LINEQ,10.04815,2.3889,1.4111,37.4889,64.47,8.4,,,725,601.75,123.2,0.87,1.087,0.229,,
US,2006,4,    Linn Energy LLC,LINEQ,,,,,,8.63,49.35,6.45,,,,,,,,
US,2006,3,    Linn Energy LLC,LINEQ,5.89445,1.7,,25.1667,55.24,10.27,,,480,404.257,75.743,0.758,1.232,0.623,0.305,
US,2006,2,    Linn Energy LLC,LINEQ,3.583,,,,,,,,480,193,287,,0.662,0.55,,
US,2006,1,    Linn Energy LLC,LINEQ,3.4,,,,,9.74,,,400,,400,0.439,0.574,0.146,,
US,2005,4,    Linn Energy LLC,LINEQ,,,,,,,,,225,,152.789893,0.113,0.246,207.125,0.321,
US,2005,3,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2005,2,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2005,1,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2004,4,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2004,3,    Linn Energy LLC,LINEQ,,,,,,,,,,,,,,,,
US,2019,2,    Marathon Oil Corp,MRO,435,220,74,862,,,59.05,1.17,3400,,3400,,,,,4902
US,2019,1,    Marathon Oil Corp,MRO,385,200,63,734,,,54.0262,1.7884,3400,,3400,,,,,5501
US,2018,4,    Marathon Oil Corp,MRO,413,209,65,833,,,56.32,1.89,3400,,3400,0,600,1236,3700,5499
US,2018,3,    Marathon Oil Corp,MRO,415,200,69,874,,,68.51,2.55,3400,,3400,,,,,5498
US,2018,2,    Marathon Oil Corp,MRO,419,200,69,896,,,66.11,2.18,3400,,3400,,,,,5497
US,2018,1,    Marathon Oil Corp,MRO,431,227,61,857,,,63.33,1.6,3400,,3400,,,,,5495
US,2017,4,    Marathon Oil Corp,MRO,415,208,62,869,,,57.094,1.4813,3400,,3400,0,600,1035,3901,5494
US,2017,3,    Marathon Oil Corp,MRO,409,207,57,876,,,46.65,2.71,3400,,3400,,,,,6488
US,2017,2,    Marathon Oil Corp,MRO,357,168,52,819,,,46.12,1.603,3300,,3300,,,,,7263
US,2017,1,    Marathon Oil Corp,MRO,334,155,53,765,,,48.925,1.53,3300,,3300,,,,,7264
US,2016,4,    Marathon Oil Corp,MRO,419,235,51,797,,,45.28,1.42,3300,,3300,,,,,7267
US,2016,3,    Marathon Oil Corp,MRO,407,219,54,804,,,40.84,1.326,3300,0,3300,,,,,7278
US,2016,2,    Marathon Oil Corp,MRO,344,168,49,767,,,41.11,1.1,3300,0,3300,,,,,7281
US,2016,1,    Marathon Oil Corp,MRO,335,170,48,697,,,28.53,1.24,3300,,3300,,,,,7281
US,2015,4,    Marathon Oil Corp,MRO,438,234,52,812,,,36.24,0.58,3000,,3000,1,1536,828,4944,7300
US,2015,3,    Marathon Oil Corp,MRO,445,247,50,779,,,41.37,2.75,2500,,2500,,,,,8358
US,2015,2,    Marathon Oil Corp,MRO,411,238,46,757,,,52.63,2.76,2500,,2500,,,,,8356
US,2015,1,    Marathon Oil Corp,MRO,459,275,49,810,,,42.25,1.77,2500,,2500,,,,,6394
US,2014,4,    Marathon Oil Corp,MRO,464,293,44,822,,,66.18,0.71,2601,,2500,1068,682,1082,3545,6368
US,2014,3,    Marathon Oil Corp,MRO,417,260,31,756,,,85.3,2.0905,2500,,2500,,,,,6423
US,2014,2,    Marathon Oil Corp,MRO,394,239,27,768,,,86.43,5,2500,,2500,,,,,6430
US,2014,1,    Marathon Oil Corp,MRO,456.3333333,295,25,818,,,84.79,5.28,2500,,2500,,,,,6460
US,2013,4,    Marathon Oil Corp,MRO,380.1666667,213,36,787,,,87.21,2.71,2619,,2500,68,1068,1536,,6446
US,2013,3,    Marathon Oil Corp,MRO,354,194,24,816,,,96.64,1.97,2500,,2500,,,,,6701
US,2013,2,    Marathon Oil Corp,MRO,409.5,258,22,777,,,84.51,4.19,2500,,2500,,,,,6496
US,2013,1,    Marathon Oil Corp,MRO,514.3333333,343,20,908,,,86.14,3.86,2500,,2500,,,,,6544
US,2012,4,    Marathon Oil Corp,MRO,487,356,16,973,,,97.86,3.26,2500,,2500,184,1141,688,,6664
US,2012,3,    Marathon Oil Corp,MRO,505,333,13,951,,,91.916,2.81,2500,,2500,1874,250,69,4311,6504
US,2012,2,    Marathon Oil Corp,MRO,451,295,19,820,,,97.81,2.7,2500,,2500,584,249,68,4301,5202
US,2012,1,    Marathon Oil Corp,MRO,427,264,19,866,,,106.06,2.96,3000,,2500,,,,,4559
US,2011,4,    Marathon Oil Corp,MRO,412,263,,892,,,98.46,3,3000,,3000,,,,,4793
US,2011,3,    Marathon Oil Corp,MRO,399,261,,828,,,99.24,2.81,3000,,,,,,,5043
US,2011,2,    Marathon Oil Corp,MRO,337,239,,831,,,104.93,3.21,3000,,,,,,,5022
US,2011,1,    Marathon Oil Corp,MRO,437,284,,916,,,95.79,3.34,3000,,,,,,,8341
US,2010,4,    Marathon Oil Corp,MRO,456,297,,952,,,81.5,3.07,3000,,3000,,,,,7854
US,2010,3,    Marathon Oil Corp,MRO,399,280,,904,,,72.95,2.69,3000,,3000,,,,,7942
US,2010,2,    Marathon Oil Corp,MRO,386,266,,840,,,73.68,2.61,3000,,3000,,,,,7930
US,2010,1,    Marathon Oil Corp,MRO,361.5,251,,813,,,74.35,3.31,3000,,,,,,,8538
US,2009,4,    Marathon Oil Corp,MRO,413,259.8695652,,929,,,70.34,2.64,3000,,3000,,,,,8532
US,2009,3,    Marathon Oil Corp,MRO,376,232,,867,,,64.27,2.2,3000,,3000,,,,,8686
US,2009,2,    Marathon Oil Corp,MRO,437,277,,958,,,55.49,2.21,3000,,3000,,,,,8621
US,2009,1,    Marathon Oil Corp,MRO,404,224,,1081,,,40.2,3.16,3000,,,,,,,8691
US,2008,4,    Marathon Oil Corp,MRO,417,249,,1006,,,53.51,3.98,3000,,,,,,,7185
US,2008,3,    Marathon Oil Corp,MRO,379,224,,925,,,111.33,5.11,3000,404,2596,,,,,8452
US,2008,2,    Marathon Oil Corp,MRO,347,182,,989,,,111.9,5.19,3000,,,,,,,7897
US,2008,1,    Marathon Oil Corp,MRO,378,190,,1129,,,88.7,4.75,3000,,,,,,,8031
US,2007,4,    Marathon Oil Corp,MRO,354,190,,984,,,81.33,4.8,3000,,3000,,,,,7215
US,2007,3,    Marathon Oil Corp,MRO,371,199,,1031,,,68.21,3.63,3000,,3000,,,,,6101
US,2007,2,    Marathon Oil Corp,MRO,338,199,,834,,,59.11,4.41,2000,,2000,,,,,4658
US,2007,1,    Marathon Oil Corp,MRO,339.5,198,,849,,,51.07,5.51,2000,,2000,,,,,3527
US,2006,4,    Marathon Oil Corp,MRO,357.6666667,212,,874,,,52.63,5.17,2000,,2000,,,,,3532
US,2006,3,    Marathon Oil Corp,MRO,362,242,,719,,,62.96,5.21,2000,,2000,,,,,3690
US,2006,2,    Marathon Oil Corp,MRO,412,259,,801,,,62.19,5.29,2000,,2000,,,,,3680
US,2006,1,    Marathon Oil Corp,MRO,377,211,,996,,,50.16,6.44,2000,,,,,,,
US,2005,4,    Marathon Oil Corp,MRO,361.5,194,,1005,,,47.98,7.34,500,,500,,,,,
US,2005,3,    Marathon Oil Corp,MRO,291,130,,807,50.1,5.38,50.1,5.52,2200,,2200,,,,,
US,2005,2,    Marathon Oil Corp,MRO,368,195,,892,43.87,4.86,44.23,4.87,2200,,2200,,,,,
US,2005,1,    Marathon Oil Corp,MRO,334,163.1,,1025.5,38.82,4.59,38.82,4.6,2200,,2200,,,,,
US,2004,4,    Marathon Oil Corp,MRO,328.4,162.3,,996.4,34.31,4.57,37.16,4.55,2390,,1700,,,,,
US,2004,3,    Marathon Oil Corp,MRO,306.8,156.6,,901.2,31.49,2.48,36.29,4.1,1890,,1890,,,,,
US,2019,2,    Matador Resources Co,MTDR,61.29,36.767,,147.1,56.86,1.64,56.51,1.64,900,445,425.2,,,,,
US,2019,1,    Matador Resources Co,MTDR,59.941,34.517,,152.5,50.72,2.84,49.64,2.85,900,360,510.2,,,,,
US,2018,4,    Matador Resources Co,MTDR,55.536772,33.473272,,132.241304,50.75,3.35,49.09,3.47,725,,722,,,,,
US,2018,3,    Matador Resources Co,MTDR,54.625,32.317,,133.8,58.97,3.77,57.15,3.77,725,325,397,,,,,
US,2018,2,    Matador Resources Co,MTDR,52.937,29.74,,139.2,60.52,3.38,61.44,3.38,725,,722,,,,,
US,2018,1,    Matador Resources Co,MTDR,45.273,26.465,,112.9,60.4,3.33,62.2,3.33,725,,722.9,,,,,
US,2017,4,    Matador Resources Co,MTDR,43.718043,24.669967,,113.951087,52.3,4.12,53.66,4.12,525,,522.9,,,,,
US,2017,3,    Matador Resources Co,MTDR,41.954,23.538,,110.5,46.47,3.42,46.25,3.42,525,0,524.2,,,,,
US,2017,2,    Matador Resources Co,MTDR,36.922,19.417,,105.5,46.34,3.39,46.01,3.4,400,,399.2,,,,,
US,2017,1,    Matador Resources Co,MTDR,32.999,18.323,,88.1,49.73,3.86,50.72,3.94,400,0,399.2,,,,,
US,2016,4,    Matador Resources Co,MTDR,29.91903261,15.68928261,,85.3423913,46.65,3.34,47.34,3.35,400,,399.2,,,,,
US,2016,3,    Matador Resources Co,MTDR,29.381,14.96,,86.5,43.18,3.08,42.57,3.08,300,65,234.2,,,,,
US,2016,2,    Matador Resources Co,MTDR,28.022,13.516,,87,43.29,2.34,42.84,2.1,300,0,299.4,,,,,
US,2016,1,    Matador Resources Co,MTDR,23.846,11.473,,74.2,34.12,2.27,28.89,2.04,300,0,299.4,,,,,
US,2015,4,    Matador Resources Co,MTDR,23.55554348,11.54293478,,72.21521739,57.61,3.01,38.55,2.3,500,0,374.4,,,,,
US,2015,3,    Matador Resources Co,MTDR,26.137,12.617,,81.1,57.9,3.28,43.21,2.9,500,,374.4,,,,,
US,2015,2,    Matador Resources Co,MTDR,26.601,13.846,,76.9,62.72,3.24,54.37,2.78,500,,374.4,,,,,
US,2015,1,    Matador Resources Co,MTDR,23.513,11.211,,73.34,57.68,3.43,43.37,2.82,500,410.6,38.8,,,,,
US,2014,4,    Matador Resources Co,MTDR,20.921667,11.062,,53.04,74.96,3.77,62.83,3.48,500,,108.8,,,,,
US,2014,3,    Matador Resources Co,MTDR,16.096,9.12,,40,91.42,4.99,92.39,4.95,500,250.6,249.4,,,,,
US,2014,2,    Matador Resources Co,MTDR,15.40633333,8.813,,39.56,94.47,5.65,97.92,5.69,500,150.6,349.4,,,,,
US,2014,1,    Matador Resources Co,MTDR,11.904,7.344,,27.78,94.91,5.83,96.34,6.2,500,270.3,229.7,,,,,
US,2013,4,    Matador Resources Co,MTDR,11.976333,6.57,,51.12,88.53,4.93,89.52,4.9,500,,149.7,,,,,
US,2013,3,    Matador Resources Co,MTDR,13.37666667,6.71,,40,101.69,4.81,104.15,4.71,500,145.3,134.7,,,,,
US,2013,2,    Matador Resources Co,MTDR,10.71,4.97,,34.44,99.26,4.53,99.77,4.38,500,246.2,33.8,,,,,
US,2013,1,    Matador Resources Co,MTDR,10.897,5.11,,34.44,105.2,3.61,105.72,3.41,500,231.3,23.7,,,,,
US,2012,4,    Matador Resources Co,MTDR,9.98078,4.563,,32.44,102.22,3.81,99.9,3.24,215,151.1,28.9,,,,,
US,2012,3,    Matador Resources Co,MTDR,8.29,3.29,,30,100.56,3.57,99.33,2.59,200,107.1,92.9,,,,,
US,2012,2,    Matador Resources Co,MTDR,8.836666667,3.17,,34,105.82,3.48,103.29,2.17,125,61.3,63.7,,,,,
US,2012,1,    Matador Resources Co,MTDR,8.148886667,2.22222,,35.56,107.57,3.36,107.57,2.4,125,16.3,108.7,,,,,
US,2011,4,    Matador Resources Co,MTDR,7.122226667,0.45556,,40,88.55,3.63,88.55,2.86,,,,,,,,
US,2011,3,    Matador Resources Co,MTDR,7.146666667,0.48,,40,85.92,4.26,85.92,3.86,,,,,,,,
US,2011,2,    Matador Resources Co,MTDR,8.16667,0.56667,,45.6,102.49,4.11,102.49,3.88,,,,,,,,
US,2011,1,    Matador Resources Co,MTDR,6.327766667,0.2111,,36.7,89.11,4.22,89.11,3.65,,,,,,,,
US,2010,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2010,3,    Matador Resources Co,MTDR,3.961133333,0.0778,,23.3,76.29,4.35,76.29,3.78,,,,,,,,
US,2010,2,    Matador Resources Co,MTDR,3.8,0.1,,22.2,72.64,4.246,72.64,3.487,,,,,,,,
US,2010,1,    Matador Resources Co,MTDR,3.422233333,0.0889,,20,75.29,4.93,75.29,4.76,,,,,,,,
US,2009,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2009,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2009,2,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2009,1,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2008,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2008,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2008,2,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2008,1,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2007,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2007,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2007,2,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2007,1,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2006,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2006,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2006,2,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2006,1,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2005,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2005,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2005,2,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2005,1,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2004,4,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2004,3,    Matador Resources Co,MTDR,,,,,,,,,,,,,,,,
US,2019,2,    Murphy Oil Corp,MUR,170.8851667,107.283,10.168,320.605,62.45,1.25,,,1600,1400,200,,,,,
US,2019,1,    Murphy Oil Corp,MUR,161.6003333,101.82,9.154,303.758,55.93,1.94,,,1600,325,1275,,,,,
US,2018,4,    Murphy Oil Corp,MUR,181.2996667,101.993,9.779,417.166,53.63,2.48,,,1600,325,1275,10.6,22.9,1437.9,1760,2912.717
US,2018,3,    Murphy Oil Corp,MUR,168.776,87.755,9.556,428.79,71.59,2.33,,,1100,0,1100,,,,,
US,2018,2,    Murphy Oil Corp,MUR,122.3168333,61.117,9.248,311.711,67.2951,2.11,,,1100,0,1100,,,,,
US,2018,1,    Murphy Oil Corp,MUR,167.506,88.533,8.892,420.484,63.42,1.79,,,1100,0,1100,,,,,
US,2017,4,    Murphy Oil Corp,MUR,168.339,92.957,9.183,397.194,56.89,2.35,,,1100,0,1100,9.9,21.4,1121.5,1770,2916.422
US,2017,3,    Murphy Oil Corp,MUR,153.8415,84.23,9.128,362.901,49.651781,2.3069,,,1100,0,1100,,,,,
US,2017,2,    Murphy Oil Corp,MUR,162.857,89.033,9.374,386.7,48.46,2.53,,,1100,0,1100,,,,,
US,2017,1,    Murphy Oil Corp,MUR,169.224,95.604,8.916,388.224,50.19,2.53,,,1100,0,1100,,,,,
US,2016,4,    Murphy Oil Corp,MUR,167.719,94.829,9.083,382.842,47.75,2.47,,,1200,0,1200,569.817,27.787,30.685,2364.278,2992.567
US,2016,3,    Murphy Oil Corp,MUR,169.8436667,96.476,9.703,381.988,44.588,2.23,,,1200,0,1200,,,,,
US,2016,2,    Murphy Oil Corp,MUR,168.6416667,98.995,8.883,364.582,44.252,1.824,,,2000,0,2000,,,,,
US,2016,1,    Murphy Oil Corp,MUR,196.5683333,123.475,9.235,383.15,34.26,2.05,,,2000,925,2000,,,,,
US,2015,4,    Murphy Oil Corp,MUR,200.7528333,119.017,9.651,432.509,42.1527,2.5155,,,2000,600,1400,18.881,1172.339,29.221,1839.034,3059.475
US,2015,3,    Murphy Oil Corp,MUR,207.5858333,125.17,11.093,427.937,46.23,2.74,,,2000,,2000,,,,,
US,2015,2,    Murphy Oil Corp,MUR,201.9515,121.262,9.779,425.463,56.471,2.67,,,2000,,2000,,,,,
US,2015,1,    Murphy Oil Corp,MUR,221.5541667,140.4,10.412,424.453,46.75,2.88,,,2000,,2000,,,,,
US,2014,4,    Murphy Oil Corp,MUR,258.8675,162.018,11.191,513.951,70.847,3.83,,,2000,450,1550,465.388,582.407,36.236,1917.595,2983.057
US,2014,3,    Murphy Oil Corp,MUR,229.7591667,144.934,10.923,443.413,66.3957,4.12,,,2000,,2000,,,,,
US,2014,2,    Murphy Oil Corp,MUR,210.191,130.75,8.583,425.148,93.59,4.04,,,2000,,2000,,,,,
US,2014,1,    Murphy Oil Corp,MUR,204.436,131.573,6.182,400.086,96.43,4.15,,,2000,500,1500,,,,,
US,2013,4,    Murphy Oil Corp,MUR,206.255,139.66,,399.57,90.77,4.42,,,2000,350,1650,26.249,36.74,940.452,1959.371,2962.812
US,2013,3,    Murphy Oil Corp,MUR,207.2808333,138.075,,415.235,96.8,3.19,,,2000,22.8,1977.2,,,,,
US,2013,2,    Murphy Oil Corp,MUR,203.6416667,131.758,,431.302,93.39,4.6,,,2000,112.7,1887.3,,,,,
US,2013,1,    Murphy Oil Corp,MUR,201.8755,126.888,,449.925,96,3.11,,,1500,178.5,1321.5,,,,,
US,2012,4,    Murphy Oil Corp,MUR,211.8325,132.918,,473.487,92.82,4.31,,,1500,,,0.046,0.099,550.037,1695.065,2245.247
US,2012,3,    Murphy Oil Corp,MUR,181.5581667,105.796,,454.573,96.09,3.38,,,,,,,,,,
US,2012,2,    Murphy Oil Corp,MUR,188.5751667,104.012,,507.379,94.33,2.15,,,,,,,,,,
