exchange,year,fqtr,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT
US,2014,1,    Goodrich Petroleum Corp,GDPMQ,11.98,3.78,,49.2,91.34,4.05,98.27,4.13,600,10,260,,,,,497.496
US,2013,4,    Goodrich Petroleum Corp,GDPMQ,13.77,4.04,,58.38,91.17,3.25,93.66,3.25,600,0,270,51.816,,180.375,275.429,507.62
US,2013,3,    Goodrich Petroleum Corp,GDPMQ,13.945,4.06,,59.31,96.36,3.15,106.11,3.15,600,142.8,100.2,,,,,
US,2013,2,    Goodrich Petroleum Corp,GDPMQ,12.195,3.21,,53.91,101.91,3.75,101.91,3.75,600,75,150,,,,,
US,2013,1,    Goodrich Petroleum Corp,GDPMQ,11.09333333,3.42,,46.04,107.52,3.4,107.52,3.4,600,145,65,,,,,621.39
US,2012,4,    Goodrich Petroleum Corp,GDPMQ,12.23333333,3.66,,51.44,110.12,6.2,98.63,3.31,600,95,115,0,218.5,275.429,,493.929
US,2012,3,    Goodrich Petroleum Corp,GDPMQ,14.07333333,3.22,,65.12,105.63,5.6,97.43,2.87,206.4,,,,,,,
US,2012,2,    Goodrich Petroleum Corp,GDPMQ,15.335,2.82,,75.09,98.96,2.41,,,265,,,,,,,
US,2012,1,    Goodrich Petroleum Corp,GDPMQ,16.23666667,2.41,,82.96,106.35,2.99,,,275,,,,,,,599.568
US,2011,4,    Goodrich Petroleum Corp,GDPMQ,18.43516667,2.5,,95.611,99.42,4.54,94.47,3.52,275,102.5,172.5,0,,218.5,275.429,548.612
US,2011,3,    Goodrich Petroleum Corp,GDPMQ,19.80333333,2.27,,105.2,92.19,4.76,,,225,79.5,145.5,,,,,598.043
US,2011,2,    Goodrich Petroleum Corp,GDPMQ,19.085,1.49,,105.57,97.26,4.14,,,225,0,225,,,,,520.068
US,2011,1,    Goodrich Petroleum Corp,GDPMQ,16.619,0.879,,94.44,90.64,3.91,,,225,0,225,,,,,522.615
US,2010,4,    Goodrich Petroleum Corp,GDPMQ,16.53889,0.58889,,95.7,81.62,4.73,,3.69,175,,175,175,,218.5,,346.257
US,2010,3,    Goodrich Petroleum Corp,GDPMQ,15.62,0.37,,91.5,72.3,4.26,,,175,0,175,,,,,393.5
US,2010,2,    Goodrich Petroleum Corp,GDPMQ,15.50516667,0.344,,90.967,73.21,3.88,,,200,0,175,,,,,163.086
US,2010,1,    Goodrich Petroleum Corp,GDPMQ,14.77366667,0.367,,86.44,75.99,4.87,,,175,0,175,,,,,393.5
US,2009,4,    Goodrich Petroleum Corp,GDPMQ,14.34239123,0.3260869,,84.097826,72.59,3.92,,,175,0,175,0,175,0,218.5,393.5
US,2009,3,    Goodrich Petroleum Corp,GDPMQ,14.05833333,0.38,,82.07,64.43,2.89,,,175,0,175,,,,,375.744
US,2009,2,    Goodrich Petroleum Corp,GDPMQ,13.8316,0.4556,,80.256,52.98,3.33,,,175,0,175,,,,,230.404
US,2009,1,    Goodrich Petroleum Corp,GDPMQ,12.62,0.5,,72.72,33.5,4.11,,,175,0,175,,,,,250
US,2008,4,    Goodrich Petroleum Corp,GDPMQ,11.9926,0.4889,,69.0222,56.3,6.68,,,350,,350,0,500,0,0,226.723
US,2008,3,    Goodrich Petroleum Corp,GDPMQ,11.71333333,0.44,,67.64,117.65,9.14,,,175,0,175,,,,,250
US,2008,2,    Goodrich Petroleum Corp,GDPMQ,11.31666667,0.5,,64.9,121.51,10.18,,,175,81,94,,,,,331
US,2008,1,    Goodrich Petroleum Corp,GDPMQ,9.753663333,0.43333,,55.922,96.15,8.44,,,142.5,34,108.5,,,,,284
US,2007,4,    Goodrich Petroleum Corp,GDPMQ,8.59,0.377,,49.278,89.6,6.6,,,170,40.5,129.5,0,40.5,175,0,215.5
US,2007,3,    Goodrich Petroleum Corp,GDPMQ,7.96486667,0.3556,,45.6556,73.32,6.09,,,170,100,70,,,,,
US,2007,2,    Goodrich Petroleum Corp,GDPMQ,6.87666667,0.31,,39.4,61.06,7.37,,,110,48.5,61.5,,,,,
US,2007,1,    Goodrich Petroleum Corp,GDPMQ,6.20666667,0.29,,35.5,56.68,6.84,56.68,6.84,110,,110,,,,,175
US,2006,4,    Goodrich Petroleum Corp,GDPMQ,7.93683333,1.311,,39.755,57.42,6.54,,,150,,123.5,0,0,201.5,0,
US,2006,3,    Goodrich Petroleum Corp,GDPMQ,7.95375,1.4556,,38.9889,57.09,6.21,69.44,6.21,150,88.5,61.5,,,,,
US,2006,2,    Goodrich Petroleum Corp,GDPMQ,7.35745,1.2556,,36.6111,58.04,6.91,68.39,6.91,105,54.5,50.5,,,,,
US,2006,1,    Goodrich Petroleum Corp,GDPMQ,6.08515,1.2333,,29.1111,56.09,7.13,62.84,7.13,75,,75,,,,,
US,2005,4,    Goodrich Petroleum Corp,GDPMQ,,,,,,,,,75,,75,0,0,30,0,
US,2005,3,    Goodrich Petroleum Corp,GDPMQ,4.00371667,1.0889,,17.4889,36.31,8.74,59.62,8.74,65,36,29,,,,,
US,2005,2,    Goodrich Petroleum Corp,GDPMQ,3.63331667,1.4222,,13.2667,37.35,7.14,48.63,7.14,65,,59,,,,,
US,2005,1,    Goodrich Petroleum Corp,GDPMQ,3.54445,1.0889,,14.7333,38.84,6.5,51.16,6.5,65,35.5,29.5,,,,,
US,2004,4,    Goodrich Petroleum Corp,GDPMQ,4,1.340000033,,16.20000076,33.20999908,6.190000057,,,32,,5,0,0,27,0,
US,2004,3,    Goodrich Petroleum Corp,GDPMQ,4,1.3,,16,35.99,5.42,,,32,25.5,6.5,,,,,
US,2019,2,    Gulfport Energy Corp,GPOR,226.4960769,7.131868132,14.96310989,1226.406593,57.42,2.2,56.85,2.02,1400,,845,,,,,2198.678
US,2019,1,    Gulfport Energy Corp,GPOR,210.6050263,6.8,14.76984111,1134.211111,53.13,2.45,53.1,2.7,1400,,728.9,,,,,2087.714
US,2018,4,    Gulfport Energy Corp,GPOR,232.136,6.9,14.24,1265.978,109.01,2.63,58.45,3.16,1400,,1083.4,0.651,46.29,351.416,1719.792,2118.149
US,2018,3,    Gulfport Energy Corp,GPOR,237.9179804,7.22826087,18.74406739,1271.673913,53.97,2.4,68.73,2.32,1400,,60,62.012,499.225,493.24,2511.853,2101.472
US,2018,2,    Gulfport Energy Corp,GPOR,221.7190476,8.175824176,15.30879121,1189.406593,55.29,2.32,66.26,2.15,1400,,1142.7,124.024,499.225,493.24,2511.853,3628.342
US,2018,1,    Gulfport Energy Corp,GPOR,214.7735444,8.411111111,17.39576667,1133.8,54.72,2.6,60.36,2.44,1400,,757.2,,,,,2239.023
US,2017,4,    Gulfport Energy Corp,GPOR,210.533,7.93,15.93,1120.098,32.04,2.5,53.71,2.32,1200,0,759,0.622,1.233,1.353,2070.516,2073.724
US,2017,3,    Gulfport Energy Corp,GPOR,199.9360757,7.445652174,15.27122065,1063.315217,50.26,2.41,45.9,2.28,1000,,365,49.052,482.156,480.532,2715.005,3727.315
US,2017,2,    Gulfport Energy Corp,GPOR,173.0578755,7.142857143,14.07802198,911.021978,48.91,2.51,45.33,2.48,1500,,552.5,105.871,490.138,480.532,2705.27,3781.811
US,2017,1,    Gulfport Energy Corp,GPOR,141.598677,5.711111111,13.13941778,736.4888889,47.68,2.57,47.52,2.68,1500,,421.3,,,,,1631.809
US,2016,4,    Gulfport Energy Corp,GPOR,131.16,4.9,11.47,688.71,32.41,2.49,45.15,2.34,700,0,209.7,0.276,1.108,1.361,1618.304,1593.599
US,2016,3,    Gulfport Energy Corp,GPOR,122.3540373,5.663043478,11.34497935,632.076087,43.43,2.31,41.81,2.1,1500,0,493,,,,,961.27
US,2016,2,    Gulfport Energy Corp,GPOR,110.7849267,6.054945055,8.072472527,579.9450549,48.49,2.53,42,1.44,1500,0,494.2,,,,,956.754
US,2016,1,    Gulfport Energy Corp,GPOR,115.3741495,6.615384615,11.1268967,585.7912088,36.86,2.49,26.32,1.39,1500,0,472.2,,,,,949.74
US,2015,4,    Gulfport Energy Corp,GPOR,107.31,7.34,11.31,531.98,44.63,2.94,36.38,1.62,1500,0,521.4,0.179,1.474,600,350,946.084
US,2015,3,    Gulfport Energy Corp,GPOR,107.844,7.96,12.705,523.09,44.84,2.62,40.53,2.07,1500,,522.9,,,,,964.743
US,2015,2,    Gulfport Energy Corp,GPOR,78.985,7.99,10.34,363.93,50.14,2.97,50.15,2.23,1500,,482.3,,,,,965.331
US,2015,1,    Gulfport Energy Corp,GPOR,70.43443333,8.5111,13.84,288.5,46.37,4.57,41.72,2.77,1500,165,216.8,,,,,780.911
US,2014,4,    Gulfport Energy Corp,GPOR,63.64,7.4,8.97,283.99,70.59,7.28,67.48,3.37,1500,100,306.4,0.168,1.658,100,600,716.316
US,2014,3,    Gulfport Energy Corp,GPOR,42.337,6.207,6.126,179.967,101.84,5.14,93.89,3.65,1500,,233.3,,,,,616.881
US,2014,2,    Gulfport Energy Corp,GPOR,26.725,7.791,2.496,98.593,95.95,3.96,99.4,4.43,1500,40,198.3,,,,,339.261
US,2014,1,    Gulfport Energy Corp,GPOR,27.09,8.0778,4.8241,85.133,100.97,2.39,,,1500,,143.6,,,,,299.223
US,2013,4,    Gulfport Energy Corp,GPOR,16.67,7.33,1.77,45.38,84.62,0.48,,,1500,,143.6,0.159,1.836,300,0,299.187
US,2013,3,    Gulfport Energy Corp,GPOR,12.97166667,6.41,1.16,32.41,89.75,3.61,,,350,,50,,,,,299.148
US,2013,2,    Gulfport Energy Corp,GPOR,8.9575,5.879,0.487,15.549,113.98,4.8,,,350,,50,,,,,299.11
US,2013,1,    Gulfport Energy Corp,GPOR,6.395566667,5.744,0.0589,3.556,102.68,4.59,,,350,,40,,,,,299.073
US,2012,4,    Gulfport Energy Corp,GPOR,6.61,5.88,0.07,3.98,101.89,3,,,350,,40,0.15,0.326,1.667,300,302.143
US,2012,3,    Gulfport Energy Corp,GPOR,7.12,6.29,0.26,3.42,101.17,3.09,,,155,141,14,0.147,141.322,1.711,,143.18
US,2012,2,    Gulfport Energy Corp,GPOR,7.287284144,6.681318681,0.210361068,2.373626374,106.86,2.5,,,125,68,57,0.145,68.318,1.754,0,70.217
US,2012,1,    Gulfport Energy Corp,GPOR,7.086666667,6.54,0.16,2.32,107.56,2.91,,,125,10,115,0.143,0.313,11.794,0,12.25
US,2011,4,    Gulfport Energy Corp,GPOR,7.198333333,6.72,0.14,2.03,109.18,3.67,,,65,,,0.141,0.309,1.833,0,2.283
US,2011,3,    Gulfport Energy Corp,GPOR,6.406,5.92,0.131,2.13,103.5,4.7,,,65,,,0.139,0.303,1.875,0,2.317
US,2011,2,    Gulfport Energy Corp,GPOR,6.238095238,5.417582418,0.214285714,3.637362637,107.4,4.57,,,65,30,35,0.137,0.3,31.915,0,32.352
US,2011,1,    Gulfport Energy Corp,GPOR,5.705,5.24,0.16,1.83,95.73,4.37,,,65,,,0.135,0.295,1.956,0,2.386
US,2010,4,    Gulfport Energy Corp,GPOR,5.963333333,5.46,0.2,1.82,74.32,3.99,,,100,49.5,50.5,2.417,49.5,0,0,51.917
US,2010,3,    Gulfport Energy Corp,GPOR,5.729,5.09,0.199,2.64,67.39,4.37,,,100,45.7,54.3,2.446,45.7,0,0,48.146
US,2010,2,    Gulfport Energy Corp,GPOR,5.138670853,4.417582418,0.177132391,3.263736264,67.24,4.43,,,90,43,47,46.188,1.428,0.387,0,48.003
US,2010,1,    Gulfport Energy Corp,GPOR,4.937666667,4.62,0.161,0.94,63.18,5.18,,,150,45,105,0.824,48.818,0.563,0,50.205
US,2009,4,    Gulfport Energy Corp,GPOR,4.858333333,4.38,0.17,1.85,58.14,5.16,,,90,45,45,2.842,48.846,0.74,0,52.428
US,2009,3,    Gulfport Energy Corp,GPOR,4.520666667,4.06,0.169,1.75,56.62,3.09,,,90,59,31,50.841,3.871,0.916,0,55.628
US,2009,2,    Gulfport Energy Corp,GPOR,4.221611722,3.89010989,0.183150183,0.89010989,56.41,2.89,,,90,59,31,59.839,3.896,1.092,0,64.827
US,2009,1,    Gulfport Energy Corp,GPOR,4.737666667,4.4,0.191,0.88,42.55,4.83,,,90,59,31,59.837,3.923,1.269,0,65.029
US,2008,4,    Gulfport Energy Corp,GPOR,5.39335,4.914,0.202,1.6641,80.05,6.25,,,90,64.5,25.5,0.815,68.471,1.428,0.017,70.731
US,2008,3,    Gulfport Energy Corp,GPOR,4.345,3.92,0.18,1.47,95.08,9.91,,,90,89.5,0.5,0.813,93.498,1.428,0.194,95.933
US,2008,2,    Gulfport Energy Corp,GPOR,4.889848247,4.384615385,0.135269492,2.21978022,81.85,12.22,,,90,82.5,7.5,0.812,86.525,1.428,0.37,89.135
US,2008,1,    Gulfport Energy Corp,GPOR,4.673666667,4.1,0.157,2.5,77.07,8.13,,,90,76,14,0.81,77.661,3.816,0.546,82.833
US,2007,4,    Gulfport Energy Corp,GPOR,4.7033,4.187,,3.0978,74.66,7.19,,,90,59.5,30.5,0.808,61.157,3.845,0.723,66.533
US,2007,3,    Gulfport Energy Corp,GPOR,4.785,4.39,,2.37,70.46,6.88,,,60,30,30,0.807,31.654,3.872,0.899,37.232
US,2007,2,    Gulfport Energy Corp,GPOR,4.34981685,4.06593407,,1.703296703,63.88,8.91,,,30,25,5,0.827,26.65,3.899,1.076,32.452
US,2007,1,    Gulfport Energy Corp,GPOR,4.09259167,3.8,,1.75555,56.38,7.02,,,30,28,2,1.01,29.648,3.925,1.252,35.835
US,2006,4,    Gulfport Energy Corp,GPOR,3.163333333,2.938,,1.352,64.94,7.29,,,30,29.8,0.2,0.835,31.477,3.95,1.429,37.691
US,2006,3,    Gulfport Energy Corp,GPOR,4.13166667,3.48,,3.91,67.67,,,,30,22.8,7.2,0.499,24.065,3.559,1.138,29.261
US,2006,2,    Gulfport Energy Corp,GPOR,2.54578755,2.362637362,,1.0989011,64.37,,,,30,15,15,0.117,15.259,2.572,,17.948
US,2006,1,    Gulfport Energy Corp,GPOR,0.881333333,0.711,,1.022,60.74,5.9,,,30,14.5,15.5,0.115,14.716,0.211,2.385,17.427
US,2005,4,    Gulfport Energy Corp,GPOR,0.47275,0.19304348,,1.67858696,46.73,,,,30,,15.5,0.358,7.22,0.209,2.413,
US,2005,3,    Gulfport Energy Corp,GPOR,2.375,1.97,,2.43,54.04,,,,18,0,18,0.381,0.225,0.205,2.441,3.252
US,2005,2,    Gulfport Energy Corp,GPOR,2.032967032,1.802197802,,1.384615384,43.38,,,,20.3,0,20.3,0.404,0.23,0.201,2.468,3.303
US,2005,1,    Gulfport Energy Corp,GPOR,1.84166667,1.71,,0.79,41.41,6.2,,,20.3,0,20.3,0.427,0.235,0.198,2.494,3.354
US,2004,4,    Gulfport Energy Corp,GPOR,2.34158877,1.967467391,,2.244728261,43.38,,,,5.3,0.5,4.8,0.205,0.479,0.2,2.52,3.404
US,2004,3,    Gulfport Energy Corp,GPOR,1.56666667,1.5,,0.4,38.26,3.81,,,5.3,0.5,4.8,,,,,3.628
US,2019,2,    Halcon Resources Corp,HKRSQ,,,,,,,56.69,,,,223.2,,,,,
US,2019,1,    Halcon Resources Corp,HKRSQ,17.089,10.23333333,3.255555556,21.56666667,50.12,1.23,49.42,0.79,1000,,118.2,,,,0,0
US,2018,4,    Halcon Resources Corp,HKRSQ,17.196,11.84782609,2.456521739,17.36956522,42.13,2.01,49.41,1.05,1000,1,274,0,0,0,625.005,625.005
US,2018,3,    Halcon Resources Corp,HKRSQ,14.609,10.65217391,2.065217391,11.30434783,44.97,1.55,55.02,1.35,1000,56.6,143.4,0,0,0,625.005,625.005
US,2018,2,    Halcon Resources Corp,HKRSQ,12.769,8.736263736,2.054945055,11.9010989,93.57,1.57,61.33,1.44,1000,1.6,198.4,0,0,0,625.005,625.005
US,2018,1,    Halcon Resources Corp,HKRSQ,10.967,7.7,1.622222222,9.844444444,54.52,2.71,62.15,2.62,1000,,98.4,,,,625.005,625.005
US,2017,4,    Halcon Resources Corp,HKRSQ,6.283,4.380434783,0.913043478,5.945652174,53.81,2.36,52.61,2.09,1000,1.6,98.4,0,0,0,425.005,425.005
US,2017,3,    Halcon Resources Corp,HKRSQ,28.859,21.81521739,3.641304348,20.36956522,48.11,1.8,43.97,1.54,1000,0,133.6,,,,,408.879
US,2017,2,    Halcon Resources Corp,HKRSQ,36.308,27.14285714,4.450549451,28.34065934,46.47,2.33,44.01,2.31,1500,153,490.6,,,,,1093.548
US,2017,1,    Halcon Resources Corp,HKRSQ,38.478,29.23333333,4.722222222,27.1,47.36,2.6,46.57,2.55,1500,0,593.6,,,,,
US,2016,4,    Halcon Resources Corp,HKRSQ,38.62,29.5326087,4.576086957,27.06521739,66.35,2.46,43.62,2.38,1500,192.7,407.3,0,186,700,112.826,998.826
US,2016,3,    Halcon Resources Corp,HKRSQ,34.185,26.12087912,4.340659341,24.6043956,73.64,1.63,40.08,1.53,1500,228,367,,,,,1004.524
US,2016,2,    Halcon Resources Corp,HKRSQ,35.879,27.45054945,4.175824176,25.51648352,71.86,1.52,39.67,1.36,1500,101,593.8,,,,,2825.807
US,2016,1,    Halcon Resources Corp,HKRSQ,39.527,30.50549451,4.406593407,27.69230769,65.69,1.62,27.01,1.48,1500,157,538.3,,,,,
US,2015,4,    Halcon Resources Corp,HKRSQ,41.087,31.77,4.47,29.12,80.05,2.86,36.94,1.83,1500,63.6,763.8,0,0,1391.704,1532.434,2924.138
US,2015,3,    Halcon Resources Corp,HKRSQ,40.739,33.26,4.12,25.56,78.44,3.05,40.71,2.2,1500,44,804.4,,,,,3111.229
US,2015,2,    Halcon Resources Corp,HKRSQ,41.295,33.04,3.66,27.57,81.18,3.07,52.58,2.22,1500,24,875,,,,,
US,2015,1,    Halcon Resources Corp,HKRSQ,43.08,34.4,3.8,29.28,74.46,3.26,40.19,2.64,1500,701,347.9,,,,,
US,2014,4,    Halcon Resources Corp,HKRSQ,46.076,37.43,3.89,28.47,76.6,3.54,64.81,3.49,1500,558.1,491.9,0,846.669,0,2900,3746.669
US,2014,3,    Halcon Resources Corp,HKRSQ,43.55,67.24,3.33,26.07,85.24,3.46,87.2,3.44,1500,345,703.9,,,,,3533.158
US,2014,2,    Halcon Resources Corp,HKRSQ,42.055,35.56,2.835,22,89.22,4.9,94.01,5.15,1500,259,266,,,,,
US,2014,1,    Halcon Resources Corp,HKRSQ,36.62,31.18,2.12,19.91,88.89,4.67,91.24,5.25,1500,348,450.8,,,,,
US,2013,4,    Halcon Resources Corp,HKRSQ,40.21333333,33.913,2.467,23,86.27,3.7,87.3,3.47,1500,0,698.8,0,289.669,2900,,3189.669
US,2013,3,    Halcon Resources Corp,HKRSQ,37.70666667,31.36,2.37,23.86,94.09,3.88,100.12,3.4,1500,232,476.8,,,,,3003.855
US,2013,2,    Halcon Resources Corp,HKRSQ,29.165,24.58,1.43,20.9,91.05,3.63,91.54,3.64,1500,343,505.8,,,,,2713.947
US,2013,1,    Halcon Resources Corp,HKRSQ,26.02,21.45,1.21,20.12,92.14,3.34,93.62,3.06,1500,133,715.7,,,,,2501.038
US,2012,4,    Halcon Resources Corp,HKRSQ,18.34733333,13.739,1.141,20.804,91.85,3.5,90.19,3.06,1500,298,550.7,,,2034.498,,2034.498
US,2012,3,    Halcon Resources Corp,HKRSQ,11.18,7.65,0.92,15.66,93.93,3.55,93.28,2.72,1500,185,338.7,,,,,1175
US,2012,2,    Halcon Resources Corp,HKRSQ,3.961666667,2.46,0.42,6.49,93.36,3.51,92.23,2.17,500,,223.7,,,,,242.579
US,2012,1,    Halcon Resources Corp,HKRSQ,4.046666667,2.48,0.44,6.76,101.14,3.87,101.76,2.71,500,0,225,,,,,235.475
US,2011,4,    Halcon Resources Corp,HKRSQ,4.076666667,2.42,0.43,7.36,93.35,4.09,93.35,3.58,250,127,123,,,202,,202
US,2011,3,    Halcon Resources Corp,HKRSQ,3.923333333,2.32,0.49,6.68,88.99,4.79,88.99,4.14,250,125,125,,,,,200.398
US,2011,2,    Halcon Resources Corp,HKRSQ,4.175824176,2.483516484,0.483516484,7.252747253,92.16,4.04,100.81,4.26,250,130,120,,,,,205.435
US,2011,1,    Halcon Resources Corp,HKRSQ,4.305,2.47,0.52,7.89,87.37,6.68,91.95,4.07,250,130,120,,,,,205.376
US,2010,4,    Halcon Resources Corp,HKRSQ,5.496376812,2.586956522,0.913043478,11.97826087,69.93,4.31,82.63,3.72,250,116.5,133.5,0.127,0.167,0.056,196.742,197.092
US,2010,3,    Halcon Resources Corp,HKRSQ,5.871666667,2.68,0.99,13.21,69.37,4,74.05,4.05,250,200,50,,,,,247.136
US,2010,2,    Halcon Resources Corp,HKRSQ,6.032967033,2.78021978,1,13.51648352,71.84,4.11,75.57,3.92,250,175,75,,,,,245.257
US,2010,1,    Halcon Resources Corp,HKRSQ,6.295,2.856,1.089,14.1,71.99,5.14,75.83,5.07,250,175,75,,,,,247.029
US,2009,4,    Halcon Resources Corp,HKRSQ,6.583333333,3.043478261,1.119565217,14.52173913,71.66,4.45,73.36,3.93,250,135,115,0.126,246.041,,,246.167
US,2009,3,    Halcon Resources Corp,HKRSQ,6.845,3.02,1.13,16.17,65.61,3.45,65.74,3.1,250,140,110,,,,,250.427
US,2009,2,    Halcon Resources Corp,HKRSQ,7.177655678,3.186813187,1.054945055,17.61538462,62.17,8.6,55.98,3.06,250,175,75,,,,,255.659
US,2009,1,    Halcon Resources Corp,HKRSQ,7.279833333,3.222,1.156,17.411,53.73,6.11,38.75,3.86,250,147,103,,,,,260.655
US,2008,4,    Halcon Resources Corp,HKRSQ,7.106884058,3.184782609,1.173913043,16.48913043,66.4,6.05,57.56,5.05,500,250.4,249.6,0.16,137.144,113.392,,250.696
US,2008,3,    Halcon Resources Corp,HKRSQ,7.02166667,3.21,0.95,17.17,100.04,8.79,116.81,8.85,250,133,117,,,,,246.768
US,2008,2,    Halcon Resources Corp,HKRSQ,7.06959707,3.2967033,0.94505495,16.96703297,103.76,9.04,123.15,9.94,500,254.4,245.6,,,,,255.052
US,2008,1,    Halcon Resources Corp,HKRSQ,6.72166667,3.27,0.81,15.85,88.39,7.54,96.17,7.54,500,350.4,149.6,,,,,351.661
US,2007,4,    Halcon Resources Corp,HKRSQ,4.739130434,2.45652174,0.695652173,9.55434783,77.3,6.65,88.74,6.35,175,,68.6,29.231,0.159,306.357,,
US,2007,3,    Halcon Resources Corp,HKRSQ,3.65166667,1.97,0.52,6.97,70.73,7.07,72.78,6.34,150,,150,,,,,147.736
US,2007,2,    Halcon Resources Corp,HKRSQ,3.703296702,2.043956044,0.40659341,7.51648352,62.05,6.68,62.54,6.7,300,,50,,,,,147.768
US,2007,1,    Halcon Resources Corp,HKRSQ,3.477833333,2.011,0.389,6.467,56.38,6.15,56.37,6.21,150,,150,,,,,131.945
US,2006,4,    Halcon Resources Corp,HKRSQ,3.43,1.91,0.43,6.55,57.97,5.64,58.09,5.42,150,,47,,,,,
US,2006,3,    Halcon Resources Corp,HKRSQ,3.718333332,2.21,0.43,6.47,56.31,6.4,62.79,6.13,150,,50,,,,,
US,2006,2,    Halcon Resources Corp,HKRSQ,3.60805861,2.21978022,0.351648352,6.21978022,59.86,5.55,67.35,5.54,150,,50,,,,,
US,2006,1,    Halcon Resources Corp,HKRSQ,3.54166667,2.08,0.35,6.67,61.57,5.96,61.05,6.97,,,,,,,,
US,2005,4,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2005,3,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2005,2,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2005,1,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2004,4,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2004,3,    Halcon Resources Corp,HKRSQ,,,,,,,,,,,,,,,,
US,2019,2,    Hess Corp,HES,293,161,43,535,60.45,3.92,61.37,3.92,5063,432,4631,,,,,6525
US,2019,1,    Hess Corp,HES,299,164,40,572,55.91,4.43,54.84,4.43,5585,493,5092,,,,,6562
US,2018,4,    Hess Corp,HES,289,161,37,545,55.24,4.82,58.11,4.82,5600,284,5316,67,66,192,6347,6672
US,2018,3,    Hess Corp,HES,297,155,40,611,66.08,4.11,69.22,4.11,5611,29,5316,,,,,6694
US,2018,2,    Hess Corp,HES,265,133,40,553,62.65,4.12,66.28,4.12,5531,29,5241,,,,,6439
US,2018,1,    Hess Corp,HES,255,134,37,504,59.32,3.86,61.82,3.86,5542,29,5241,,,,,6568
US,2017,4,    Hess Corp,HES,300,166,41,556,55.44,3.69,57.32,3.69,5562,246,5316,580,66,167,6164,6977
US,2017,3,    Hess Corp,HES,311,176,43,552,46.97,3.35,47.36,3.35,4745,168,4532,,,,,6714
US,2017,2,    Hess Corp,HES,300,177,42,487,45.95,3.19,45.74,3.19,4745,157,4588,,,,,6733
US,2017,1,    Hess Corp,HES,311,190,40,484,48.58,3.2,48.61,3.2,4945,187,4758,,,,,6785
US,2016,4,    Hess Corp,HES,311.3333333,186,40,512,45.97,3.24,45.97,3.24,5162,341,4821,112,571,598,5525,6806
US,2016,3,    Hess Corp,HES,314,190,45,472,41.5,3.2,41.5,3.2,4400,96,4304,,,,,7337
US,2016,2,    Hess Corp,HES,313,179,44,539,41.95,3.58,41.95,3.58,5174,101,4929,,,,,6552
US,2016,1,    Hess Corp,HES,350,208,47,571,28.5,3.42,28.5,3.42,5125,125,5000,,,,,6592
US,2015,4,    Hess Corp,HES,368,233,40,571,43.73,3.44,37.28,3.44,5153,223,4930,86,535,1681,4328,6592
US,2015,3,    Hess Corp,HES,380,244,40,574,45.66,4.02,43.43,4.02,5304,0,5190,,,,,6552
US,2015,2,    Hess Corp,HES,391,246,42,617,55.83,4.49,56.4,4.49,4800,0,4789,,,,,5957
US,2015,1,    Hess Corp,HES,361,230,35,574,45.08,4.74,45.04,4.74,4875,0,4850,,,,,5980
US,2014,4,    Hess Corp,HES,361.5,241,32,531,74.97,5.24,65.19,5.24,5547,397,5150,68,444,1148,4327,5987
US,2014,3,    Hess Corp,HES,318,211,30,462,96.36,5.59,94.99,5.59,5408,,5239,,,,,5996
US,2014,2,    Hess Corp,HES,319,216,21,491,102.16,6.35,102.45,6.35,5525,0,5486,,,,,6077
US,2014,1,    Hess Corp,HES,318,210,13,571,99.17,7.03,99,7.03,5441,,5310,,,,,5576
US,2013,4,    Hess Corp,HES,307,197,16,565,98.27,6.97,98.07,6.97,5776,410,5366,378,152,147,5121,5798
US,2013,3,    Hess Corp,HES,310,207,17,519,104.95,6.52,104.88,6.52,6554,957,5597,,,,,6209
US,2013,2,    Hess Corp,HES,341,226,18,583,97.89,6.44,95.45,6.44,6642,2545,4467,,,,,5800
US,2013,1,    Hess Corp,HES,389,272,18,593,94.5,6.62,95.24,6.62,7566,,5911,,,,,7376
US,2012,4,    Hess Corp,HES,396,275,21,601,84.46,6.6,90.86,6.6,7372,2321,5051,787,530,1617,5177,8111
US,2012,3,    Hess Corp,HES,402,281,19,614,86.69,5.88,92.35,5.88,7209,2557,4652,,,,,7841
US,2012,2,    Hess Corp,HES,429,304,19,639,86.86,5.94,91.83,5.94,6983,2697,4286,,,,,7845
US,2012,1,    Hess Corp,HES,397,276,19,610,89.92,6.23,100.5,6.23,7369,2814,4555,,,,,6978
US,2011,4,    Hess Corp,HES,367.3333333,251,18,590,89.7,6.32,95.16,6.32,7200,1586,5614,35,386,459,6057,5160
