date,comnam,ticker,permno,permco,vol,shrout,mv_permco,ret1,F1ret,prc,year,month,logsize,L1ret_1,L1ret_6,L1ret_11
30jun1983,"PHILLIPS PETROLEUM CO","P",13928,21401,61800,153119,5397.445,.0405904,-.0319149,35.25,1983,6,8.593681,-.0536082,.0940571,.2209306
29jul1983,"PHILLIPS PETROLEUM CO","P",13928,21401,67397,153119,5225.186,-.0319149,.1223443,34.125,1983,7,8.561246,.0405904,.1166556,.4678461
31aug1983,"PHILLIPS PETROLEUM CO","P",13928,21401,81329,153119,5780.242,.1223443,-.0960265,37.75,1983,8,8.662201,-.0319149,.0711678,.2760505
30sep1983,"PHILLIPS PETROLEUM CO","P",13928,21401,45002,153233,5229.076,-.0960265,.0124542,34.125,1983,9,8.56199,.1223443,.2709174,.3712248
31oct1983,"PHILLIPS PETROLEUM CO","P",13928,21401,64944,153233,5209.922,.0124542,-.0183824,34,1983,10,8.55832,-.0960265,.0621681,.1450254
30nov1983,"PHILLIPS PETROLEUM CO","P",13928,21401,50873,153223,5113.817,-.0183824,.0337079,33.375,1983,11,8.539701,.0124542,-.020687,.132115
30dec1983,"PHILLIPS PETROLEUM CO","P",13928,21401,41770,153223,5286.193,.0337079,.15,34.5,1983,12,8.572854,-.0183824,.0157642,.0900147
31jan1984,"PHILLIPS PETROLEUM CO","P",13928,21401,105443,153223,5994.85,.15,.1086262,39.125,1984,1,8.698656,.0337079,.0090459,.1164902
29feb1984,"PHILLIPS PETROLEUM CO","P",13928,21401,142732,153223,6646.048,.1086262,-.0489914,43.375,1984,2,8.801778,.15,.1986579,.3573331
30mar1984,"PHILLIPS PETROLEUM CO","P",13928,21401,94560,153223,6320.449,-.0489914,.0266667,41.25,1984,3,8.751546,.1086262,.184007,.3912071
30apr1984,"PHILLIPS PETROLEUM CO","P",13928,21401,69592,153223,6397.06,.0266667,-.0778443,41.75,1984,4,8.763594,-.0489914,.2456127,.2048393
31may1984,"PHILLIPS PETROLEUM CO","P",13928,21401,81431,153223,5899.085,-.0778443,-.0779221,38.5,1984,5,8.682552,.0266667,.2630981,.3070363
29jun1984,"PHILLIPS PETROLEUM CO","P",13928,21401,64905,154630,5489.365,-.0779221,-.0359155,35.5,1984,6,8.610568,-.0778443,.1865854,.1582761
31jul1984,"PHILLIPS PETROLEUM CO","P",13928,21401,63498,154630,5199.434,-.0359155,.1747212,33.625,1984,7,8.556305,-.0779221,.0584462,.1032303
31aug1984,"PHILLIPS PETROLEUM CO","P",13928,21401,102637,154630,6107.885,.1747212,.0189873,39.5,1984,8,8.717336,-.0359155,-.1126682,-.0523343
28sep1984,"PHILLIPS PETROLEUM CO","P",13928,21401,89991,154627,6223.737,.0189873,.0397516,40.25,1984,9,8.736126,.1747212,-.0597665,.2314996
31oct1984,"PHILLIPS PETROLEUM CO","P",13928,21401,99216,154627,6378.364,.0397516,.0606061,41.25,1984,10,8.760667,.0189873,.007442,.2394461
30nov1984,"PHILLIPS PETROLEUM CO","P",13928,21401,121257,154627,6764.931,.0606061,.0228571,43.75,1984,11,8.819508,.0397516,.0202818,.3128493
31dec1984,"PHILLIPS PETROLEUM CO","P",13928,21401,437751,154627,6919.558,.0228571,.0860335,44.75,1984,12,8.842107,.0606061,.1734646,.3470111
31jan1985,"PHILLIPS PETROLEUM CO","P",13928,21401,254418,154627,7422.096,.0860335,.0260417,48,1985,1,8.912217,.0228571,.3017194,.1980868
28feb1985,"PHILLIPS PETROLEUM CO","P",13928,21401,428272,154627,7615.38,.0260417,-.2284264,49.25,1985,2,8.937925,.0860335,.4663765,.173671
29mar1985,"PHILLIPS PETROLEUM CO","P",13928,21401,471086,73147,2779.586,-.2284264,.0394737,38,1985,3,7.930057,.0260417,.2807834,.2662718
30apr1985,"PHILLIPS PETROLEUM CO","P",13928,21401,169907,73147,2834.446,.0394737,.0032258,38.75,1985,4,7.949602,-.2284264,-.0301954,-.0483553
31may1985,"PHILLIPS PETROLEUM CO","P",13928,21401,106924,73147,2843.59,.0032258,-.0192926,38.875,1985,5,7.952823,.0394737,-.0304545,.0727143
28jun1985,"PHILLIPS PETROLEUM CO","P",13928,21401,80131,73147,2788.729,-.0192926,.0994648,38.125,1985,6,7.933342,.0032258,-.0829083,.167119
31jul1985,"PHILLIPS PETROLEUM CO","P",13928,21401,411515,219441,2715.582,.0994648,0,12.375,1985,7,7.906762,-.0192926,-.1206997,.1872427
30aug1985,"PHILLIPS PETROLEUM CO","P",13928,21401,152919,219441,2715.582,0,-.020202,12.375,1985,8,7.906762,.0994648,-.1098251,.1111841
30sep1985,"PHILLIPS PETROLEUM CO","P",13928,21401,128050,225601,2735.412,-.020202,.0721649,12.125,1985,9,7.914037,0,-.1324184,.0904788
31oct1985,"PHILLIPS PETROLEUM CO","P",13928,21401,174272,225601,2876.413,.0721649,.0294118,12.75,1985,10,7.964299,-.020202,.1017156,.0276002
29nov1985,"PHILLIPS PETROLEUM CO","P",13928,21401,179762,225601,2961.013,.0294118,-.0761905,13.125,1985,11,7.993287,.0721649,.1363644,.0387994
31dec1985,"PHILLIPS PETROLEUM CO","P",13928,21401,237885,227141,2754.085,-.0761905,-.0824742,12.125,1985,12,7.92084,.0294118,.1660255,.0454562
31jan1986,"PHILLIPS PETROLEUM CO","P",13928,21401,310837,227141,2470.158,-.0824742,-.0114943,10.875,1986,1,7.812037,-.0761905,.098376,-.1107067
28feb1986,"PHILLIPS PETROLEUM CO","P",13928,21401,280086,227141,2441.766,-.0114943,-.0813954,10.75,1986,2,7.800477,-.0824742,-.0833828,-.2047598
31mar1986,"PHILLIPS PETROLEUM CO","P",13928,21401,242615,227141,2243.017,-.0813954,-.0126582,9.875,1986,3,7.715577,-.0114943,-.0939187,.0188263
30apr1986,"PHILLIPS PETROLEUM CO","P",13928,21401,190828,227141,2214.625,-.0126582,.1051282,9.75,1986,4,7.702838,-.0813954,-.150508,-.0996419
30may1986,"PHILLIPS PETROLEUM CO","P",13928,21401,207265,227141,2413.373,.1051282,-.0941176,10.625,1986,5,7.788781,-.0126582,-.2177147,-.1138972
30jun1986,"PHILLIPS PETROLEUM CO","P",13928,21401,105798,227141,2186.232,-.0941176,-.1012987,9.625,1986,6,7.689935,.1051282,-.1601751,-.0014787
31jul1986,"PHILLIPS PETROLEUM CO","P",13928,21401,102033,227141,1930.698,-.1012987,.2058824,8.5,1986,7,7.565637,-.0941176,-.1764725,-.1772881
29aug1986,"PHILLIPS PETROLEUM CO","P",13928,21401,133641,227883,2335.801,.2058824,-.0121951,10.25,1986,8,7.75611,-.1012987,-.1933685,-.2606277
30sep1986,"PHILLIPS PETROLEUM CO","P",13928,21401,155416,227883,2307.315,-.0121951,.0641975,10.125,1986,9,7.74384,.2058824,-.0159868,-.0900206
31oct1986,"PHILLIPS PETROLEUM CO","P",13928,21401,205529,227883,2421.257,.0641975,.0352941,10.625,1986,10,7.792042,-.0121951,.0581408,-.1616196
28nov1986,"PHILLIPS PETROLEUM CO","P",13928,21401,164924,227883,2506.713,.0352941,.0681818,11,1986,11,7.826727,.0641975,.1405076,-.1332891
31dec1986,"PHILLIPS PETROLEUM CO","P",13928,21401,177842,228333,2682.913,.0681818,.0765957,11.75,1986,12,7.894659,.0352941,.0684379,-.0286952
30jan1987,"PHILLIPS PETROLEUM CO","P",13928,21401,233315,228333,2854.163,.0765957,.05,12.5,1987,1,7.956534,.0681818,.2598611,.1307913
27feb1987,"PHILLIPS PETROLEUM CO","P",13928,21401,245453,228333,2996.871,.05,.2095238,13.125,1987,2,8.005324,.0765957,.5092457,.231561
31mar1987,"PHILLIPS PETROLEUM CO","P",13928,21401,430183,228333,3624.786,.2095238,-.1181102,15.875,1987,3,8.195551,.05,.3141481,.407721
30apr1987,"PHILLIPS PETROLEUM CO","P",13928,21401,212467,228333,3196.662,-.1181102,.1267857,14,1987,4,8.069862,.2095238,.6091167,.7245011
29may1987,"PHILLIPS PETROLEUM CO","P",13928,21401,198467,228333,3567.703,.1267857,.064,15.625,1987,5,8.179677,-.1181102,.3334588,.376148
30jun1987,"PHILLIPS PETROLEUM CO","P",13928,21401,155947,228306,3795.587,.064,.0842105,16.625,1987,6,8.241594,.1267857,.4513,.7117277
31jul1987,"PHILLIPS PETROLEUM CO","P",13928,21401,242918,228306,4080.97,.0842105,0,17.875,1987,7,8.31409,.064,.4456183,1.026567
31aug1987,"PHILLIPS PETROLEUM CO","P",13928,21401,189383,228306,4080.97,0,-.0909091,17.875,1987,8,8.31409,.0842105,.4558432,.8220891
30sep1987,"PHILLIPS PETROLEUM CO","P",13928,21401,143973,228328,3710.33,-.0909091,-.2676923,16.25,1987,9,8.218876,0,.3865173,.844584
30oct1987,"PHILLIPS PETROLEUM CO","P",13928,21401,173970,228328,2682.854,-.2676923,-.106383,11.75,1987,10,7.894637,-.0909091,.0421211,.5757361
30nov1987,"PHILLIPS PETROLEUM CO","P",13928,21401,168173,228328,2397.444,-.106383,.3333333,10.5,1987,11,7.782158,-.2676923,-.1346387,.1145854
31dec1987,"PHILLIPS PETROLEUM CO","P",13928,21401,257432,228334,3196.676,.3333333,.0285714,14,1987,12,8.069867,-.106383,-.3137101,-.0675628
29jan1988,"PHILLIPS PETROLEUM CO","P",13928,21401,149906,228334,3253.76,.0285714,.0526316,14.25,1988,1,8.087566,.3333333,-.1399876,.1547971
29feb1988,"PHILLIPS PETROLEUM CO","P",13928,21401,125767,228334,3425.01,.0526316,.1416667,15,1988,2,8.13886,.0285714,-.1841214,.1312298
31mar1988,"PHILLIPS PETROLEUM CO","P",13928,21401,275500,228334,3910.22,.1416667,.0525547,17.125,1988,3,8.271349,.0526316,-.1411804,-.0155066
29apr1988,"PHILLIPS PETROLEUM CO","P",13928,21401,230216,228334,4081.47,.0525547,-.034965,17.875,1988,4,8.314213,.1416667,.0785343,.2744942
31may1988,"PHILLIPS PETROLEUM CO","P",13928,21401,151972,228334,3938.761,-.034965,-.0869565,17.25,1988,5,8.278622,.0525547,.5501904,.1905324
30jun1988,"PHILLIPS PETROLEUM CO","P",13928,21401,135822,228350,3596.512,-.0869565,.1304762,15.75,1988,6,8.18772,-.034965,.6740817,.0797983
29jul1988,"PHILLIPS PETROLEUM CO","P",13928,21401,157574,228350,4024.669,.1304762,-.0212766,17.625,1988,7,8.300198,-.0869565,.146382,-.0906722
31aug1988,"PHILLIPS PETROLEUM CO","P",13928,21401,113221,228350,3939.038,-.0212766,.1014493,17.25,1988,8,8.278691,.1304762,.2599588,.0279734
30sep1988,"PHILLIPS PETROLEUM CO","P",13928,21401,269150,246298,4679.662,.1014493,.0686842,19,1988,9,8.450981,-.0212766,.1714936,.1067118
31oct1988,"PHILLIPS PETROLEUM CO","P",13928,21401,367925,246298,4956.747,.0686842,-.0062112,20.125,1988,10,8.508505,.1014493,.1302255,.664583
30nov1988,"PHILLIPS PETROLEUM CO","P",13928,21401,149715,246298,4925.96,-.0062112,-.025,20,1988,11,8.502275,.0686842,.1475452,.9906889
30dec1988,"PHILLIPS PETROLEUM CO","P",13928,21401,123504,243334,4745.013,-.025,.0882051,19.5,1988,12,8.464849,-.0062112,.1817371,.4837433
31jan1989,"PHILLIPS PETROLEUM CO","P",13928,21401,232673,243334,5110.014,.0882051,.0178571,21,1989,1,8.538958,-.025,.2619264,.406465
28feb1989,"PHILLIPS PETROLEUM CO","P",13928,21401,154795,243334,5201.264,.0178571,.0701754,21.375,1989,2,8.556657,.0882051,.2147401,.4539963
31mar1989,"PHILLIPS PETROLEUM CO","P",13928,21401,181472,243334,5566.265,.0701754,.0273224,22.875,1989,3,8.624479,.0178571,.2633108,.2963158
28apr1989,"PHILLIPS PETROLEUM CO","P",13928,21401,151276,243334,5718.349,.0273224,.0093617,23.5,1989,4,8.651436,.0701754,.2274412,.3180172
31may1989,"PHILLIPS PETROLEUM CO","P",13928,21401,127791,243334,5718.349,.0093617,-.0744681,23.5,1989,5,8.651436,.0273224,.1799349,.4030877
30jun1989,"PHILLIPS PETROLEUM CO","P",13928,21401,164544,243253,5290.753,-.0744681,.0670497,21.75,1989,6,8.573716,.0093617,.1984248,.5511013
31jul1989,"PHILLIPS PETROLEUM CO","P",13928,21401,138453,243253,5564.413,.0670497,.2185792,22.875,1989,7,8.624146,-.0744681,.1376209,.2699019
31aug1989,"PHILLIPS PETROLEUM CO","P",13928,21401,286768,243253,6780.677,.2185792,-.0807175,27.875,1989,8,8.821833,.0670497,.1155047,.3845059
29sep1989,"PHILLIPS PETROLEUM CO","P",13928,21401,177902,243842,6248.451,-.0807175,-.0731707,25.625,1989,9,8.740088,.2185792,.335483,.5317366
31oct1989,"PHILLIPS PETROLEUM CO","P",13928,21401,250421,243842,5730.287,-.0731707,0,23.5,1989,10,8.653521,-.0807175,.1471821,.3176003
30nov1989,"PHILLIPS PETROLEUM CO","P",13928,21401,109266,243842,5730.287,0,.0744681,23.5,1989,11,8.653521,-.0731707,.0349643,.228823
29dec1989,"PHILLIPS PETROLEUM CO","P",13928,21401,163520,243945,6159.611,.0744681,-.0049505,25.25,1989,12,8.725769,0,.0253651,.2603312
31jan1990,"PHILLIPS PETROLEUM CO","P",13928,21401,133505,243945,6068.132,-.0049505,.0251256,24.875,1990,1,8.710806,.0744681,.1903664,.2444213
28feb1990,"PHILLIPS PETROLEUM CO","P",13928,21401,162902,243945,6220.598,.0251256,.0196078,25.5,1990,2,8.735621,-.0049505,.1100453,.216537
30mar1990,"PHILLIPS PETROLEUM CO","P",13928,21401,139605,243945,6342.57,.0196078,-.0336538,26,1990,3,8.755039,.0251256,-.0661781,.165326
30apr1990,"PHILLIPS PETROLEUM CO","P",13928,21401,88546,243945,6068.132,-.0336538,.080402,24.875,1990,4,8.710806,.0196078,.0357339,.1565751
31may1990,"PHILLIPS PETROLEUM CO","P",13928,21401,132219,243945,6556.022,.080402,-.0418605,26.875,1990,5,8.788139,-.0336538,.0798941,.1072858
29jun1990,"PHILLIPS PETROLEUM CO","P",13928,21401,88745,243895,6280.296,-.0418605,.131068,25.75,1990,6,8.745173,.080402,.1667198,.292569
31jul1990,"PHILLIPS PETROLEUM CO","P",13928,21401,118364,243895,7042.468,.131068,-.017316,28.875,1990,7,8.859714,-.0418605,.0404035,.1606408
31aug1990,"PHILLIPS PETROLEUM CO","P",13928,21401,201570,243895,6920.521,-.017316,-.092511,28.375,1990,8,8.842246,.131068,.1826216,.0772903
28sep1990,"PHILLIPS PETROLEUM CO","P",13928,21401,96059,245077,6310.733,-.092511,-.0036893,25.75,1990,9,8.750007,-.017316,.1336595,.1515894
31oct1990,"PHILLIPS PETROLEUM CO","P",13928,21401,126679,245077,6218.829,-.0036893,.0788177,25.375,1990,10,8.735337,-.092511,.0089992,.127559
30nov1990,"PHILLIPS PETROLEUM CO","P",13928,21401,64832,245077,6708.983,.0788177,-.0456621,27.375,1990,11,8.811203,-.0036893,.0402863,.1233991
31dec1990,"PHILLIPS PETROLEUM CO","P",13928,21401,89717,259438,6777.818,-.0456621,-.0239234,26.125,1990,12,8.82141,.0788177,.0387608,.1279468
31jan1991,"PHILLIPS PETROLEUM CO","P",13928,21401,73501,259438,6615.669,-.0239234,.0845098,25.5,1991,1,8.797196,-.0456621,.0346393,.0817978
28feb1991,"PHILLIPS PETROLEUM CO","P",13928,21401,117195,259438,7102.115,.0845098,.0273973,27.375,1991,2,8.868148,-.0239234,-.1071384,.0300372
28mar1991,"PHILLIPS PETROLEUM CO","P",13928,21401,81494,259438,7296.694,.0273973,-.0167111,28.125,1991,3,8.895177,.0845098,-.01462,.095603
30apr1991,"PHILLIPS PETROLEUM CO","P",13928,21401,93681,259438,7102.115,-.0167111,.0045662,27.375,1991,4,8.868148,.0273973,.1155802,.1648202
31may1991,"PHILLIPS PETROLEUM CO","P",13928,21401,119684,259438,7134.545,.0045662,-.0727273,27.5,1991,5,8.872704,-.0167111,.1009996,.060119
28jun1991,"PHILLIPS PETROLEUM CO","P",13928,21401,86963,259557,6618.704,-.0727273,.0539216,25.5,1991,6,8.797655,.0045662,.0252213,.1114871
31jul1991,"PHILLIPS PETROLEUM CO","P",13928,21401,131040,259557,6975.594,.0539216,.0104186,26.875,1991,7,8.850173,-.0727273,-.0038541,-.08878
30aug1991,"PHILLIPS PETROLEUM CO","P",13928,21401,106003,259557,6975.594,.0104186,-.0232558,26.875,1991,8,8.850173,.0539216,.0755915,-.0227231
30sep1991,"PHILLIPS PETROLEUM CO","P",13928,21401,90681,259643,6815.629,-.0232558,.0047619,26.25,1991,9,8.826974,.0104186,.0021096,.0881221
31oct1991,"PHILLIPS PETROLEUM CO","P",13928,21401,108733,259643,6848.084,.0047619,-.1268246,26.375,1991,10,8.831724,-.0232558,-.0472967,.0667525
29nov1991,"PHILLIPS PETROLEUM CO","P",13928,21401,92083,259643,5906.878,-.1268246,.0549451,22.75,1991,11,8.683873,.0047619,-.0264917,-.0064751
31dec1991,"PHILLIPS PETROLEUM CO","P",13928,21401,115030,259832,6235.968,.0549451,-.015625,24,1991,12,8.738089,-.1268246,-.1538203,-.0909703
31jan1992,"PHILLIPS PETROLEUM CO","P",13928,21401,116547,259832,6138.531,-.015625,-.0146032,23.625,1992,1,8.722341,.0549451,-.0373134,-.0175194
28feb1992,"PHILLIPS PETROLEUM CO","P",13928,21401,116180,259832,5976.136,-.0146032,.0108696,23,1992,2,8.69553,-.015625,-.1008395,-.1082336
31mar1992,"PHILLIPS PETROLEUM CO","P",13928,21401,96398,259832,6041.094,.0108696,.0698925,23.25,1992,3,8.706341,-.0146032,-.1231061,-.1446894
30apr1992,"PHILLIPS PETROLEUM CO","P",13928,21401,101227,259832,6463.321,.0698925,.041407,24.875,1992,4,8.773898,.0108696,-.0924693,-.1206984
29may1992,"PHILLIPS PETROLEUM CO","P",13928,21401,109543,259832,6658.195,.041407,-.0536585,25.625,1992,5,8.803604,.0698925,-.0336414,-.0635181
30jun1992,"PHILLIPS PETROLEUM CO","P",13928,21401,113720,259742,6298.744,-.0536585,.1443299,24.25,1992,6,8.748105,.041407,.1525435,.0517498
31jul1992,"PHILLIPS PETROLEUM CO","P",13928,21401,119053,259742,7207.84,.1443299,.0100901,27.75,1992,7,8.882925,-.0536585,.0338924,-.0556086
31aug1992,"PHILLIPS PETROLEUM CO","P",13928,21401,133566,259742,7207.84,.0100901,-.009009,27.75,1992,8,8.882925,.1443299,.2018936,.069552
30sep1992,"PHILLIPS PETROLEUM CO","P",13928,21401,90128,260028,7150.77,-.009009,-.0909091,27.5,1992,9,8.874975,.0100901,.2320121,.1060664
30oct1992,"PHILLIPS PETROLEUM CO","P",13928,21401,115921,260028,6500.7,-.0909091,-.0288,25,1992,10,8.779665,-.009009,.2077848,.090907
30nov1992,"PHILLIPS PETROLEUM CO","P",13928,21401,92206,260028,6240.672,-.0288,.046875,24,1992,11,8.738843,-.0909091,.0262585,.1357783
31dec1992,"PHILLIPS PETROLEUM CO","P",13928,21401,99163,260215,6537.902,.046875,.0895522,25.125,1992,12,8.785372,-.0288,-.0429273,.0456165
29jan1993,"PHILLIPS PETROLEUM CO","P",13928,21401,105726,260215,7123.386,.0895522,.0376256,27.375,1993,1,8.871139,.046875,.0587462,.1120048
26feb1993,"PHILLIPS PETROLEUM CO","P",13928,21401,114205,260215,7318.547,.0376256,0,28.125,1993,2,8.898167,.0895522,.0080654,.2295426
31mar1993,"PHILLIPS PETROLEUM CO","P",13928,21401,120886,260215,7318.547,0,.0355556,28.125,1993,3,8.898167,.0376256,.0355456,.2620865
30apr1993,"PHILLIPS PETROLEUM CO","P",13928,21401,112932,260215,7578.762,.0355556,.0696996,29.125,1993,4,8.933105,0,.0449597,.1796386
28may1993,"PHILLIPS PETROLEUM CO","P",13928,21401,113947,260215,8034.138,.0696996,-.0931174,30.875,1993,5,8.991455,.0355556,.1903252,.1730104
30jun1993,"PHILLIPS PETROLEUM CO","P",13928,21401,111214,260395,7291.06,-.0931174,.0982143,28,1993,6,8.894404,.0696996,.3110485,.3259155
30jul1993,"PHILLIPS PETROLEUM CO","P",13928,21401,124579,260395,8007.146,.0982143,.0741463,30.75,1993,7,8.98809,-.0931174,.1357298,.0507893
31aug1993,"PHILLIPS PETROLEUM CO","P",13928,21401,99718,260395,8527.937,.0741463,.0305344,32.75,1993,8,9.051103,.0982143,.144759,.1424643
30sep1993,"PHILLIPS PETROLEUM CO","P",13928,21401,137702,261198,8815.433,.0305344,-.0444444,33.75,1993,9,9.084259,.0741463,.1850504,.2383299
29oct1993,"PHILLIPS PETROLEUM CO","P",13928,21401,195814,261198,8423.636,-.0444444,-.1075969,32.25,1993,10,9.038796,.0305344,.2212352,.4037557
30nov1993,"PHILLIPS PETROLEUM CO","P",13928,21401,135852,261198,7444.143,-.1075969,.0175439,28.5,1993,11,8.915183,-.0444444,.1268908,.3811435
31dec1993,"PHILLIPS PETROLEUM CO","P",13928,21401,165840,261472,7582.688,.0175439,.0268966,29,1993,12,8.933623,-.1075969,-.0598848,.1773485
31jan1994,"PHILLIPS PETROLEUM CO","P",13928,21401,104097,261472,7713.424,.0268966,-.0805085,29.5,1994,1,8.950717,.0175439,.0548317,.0995377
28feb1994,"PHILLIPS PETROLEUM CO","P",13928,21401,97060,261472,7092.428,-.0805085,-.0184332,27.125,1994,2,8.866783,.0268966,-.0136688,.0881685
31mar1994,"PHILLIPS PETROLEUM CO","P",13928,21401,155889,261472,6961.692,-.0184332,.1737089,26.625,1994,3,8.848178,-.0805085,-.15568,.0005617
29apr1994,"PHILLIPS PETROLEUM CO","P",13928,21401,171015,261472,8171,.1737089,.04896,31.25,1994,4,9.008347,-.0184332,-.1957993,-.0516026
31may1994,"PHILLIPS PETROLEUM CO","P",13928,21401,146778,261472,8497.84,.04896,-.0384615,32.5,1994,5,9.047567,.1737089,-.0122003,.0406122
30jun1994,"PHILLIPS PETROLEUM CO","P",13928,21401,120525,261497,8171.781,-.0384615,.048,31.25,1994,6,9.008442,.04896,.1610924,.2036405
29jul1994,"PHILLIPS PETROLEUM CO","P",13928,21401,118823,261497,8564.026,.048,.02,32.75,1994,7,9.055326,-.0384615,.0971861,.0538441
31aug1994,"PHILLIPS PETROLEUM CO","P",13928,21401,113420,261497,8662.088,.02,.0339623,33.125,1994,8,9.066711,.048,.119734,.028192
30sep1994,"PHILLIPS PETROLEUM CO","P",13928,21401,94084,261563,8958.533,.0339623,.0848175,34.25,1994,9,9.100362,.02,.2421308,.0176815
31oct1994,"PHILLIPS PETROLEUM CO","P",13928,21401,118829,261563,9645.136,.0848175,-.1050847,36.875,1994,10,9.174209,.0339623,.308435,.1011859
30nov1994,"PHILLIPS PETROLEUM CO","P",13928,21401,90041,261563,8631.579,-.1050847,-.0075758,33,1994,11,9.063183,.0848175,.20934,.3386168
