date,comnam,ticker,permno,permco,vol,shrout,mv_permco,ret1,F1ret,prc,year,month,logsize,L1ret_1,L1ret_6,L1ret_11
27feb1976,"AMERADA HESS CORP","AHC",28484,20064,13167,22772,429.8215,-.0382166,.0569536,18.875,1976,2,6.06337,.1716418,.0026571,.0360341
31mar1976,"AMERADA HESS CORP","AHC",28484,20064,9366,22772,452.5935,.0569536,.1069182,19.875,1976,3,6.114995,-.0382166,.0806068,.1525446
30apr1976,"AMERADA HESS CORP","AHC",28484,20064,11105,22772,500.984,.1069182,-.0113636,22,1976,4,6.216574,.0569536,.2145047,.2005313
28may1976,"AMERADA HESS CORP","AHC",28484,20064,9150,22772,495.291,-.0113636,.0579023,21.75,1976,5,6.205145,.1069182,.3756216,.2225789
30jun1976,"AMERADA HESS CORP","AHC",28484,20064,8426,23341,522.2549,.0579023,.0055866,22.375,1976,6,6.258156,-.0113636,.4380217,.1014756
30jul1976,"AMERADA HESS CORP","AHC",28484,20064,8846,23341,525.1725,.0055866,-.0722222,22.5,1976,7,6.263727,.0579023,.3788778,.1800036
31aug1976,"AMERADA HESS CORP","AHC",28484,20064,5320,23341,487.2434,-.0722222,.1413174,20.875,1976,8,6.188764,.0055866,.1834513,.3296606
30sep1976,"AMERADA HESS CORP","AHC",28484,20064,8744,23341,554.3488,.1413174,.0789474,23.75,1976,9,6.317794,-.0722222,.1416082,.311778
29oct1976,"AMERADA HESS CORP","AHC",28484,20064,8573,23341,598.1131,.0789474,.0536585,25.625,1976,10,6.39378,.1413174,.2327288,.5319726
30nov1976,"AMERADA HESS CORP","AHC",28484,20064,9889,23341,630.207,.0536585,.1814815,27,1976,11,6.446048,.0789474,.2015788,.7477573
31dec1976,"AMERADA HESS CORP","AHC",28484,20064,20187,23371,742.0292,.1814815,.0590551,31.75,1976,12,6.609389,.0536585,.2806061,.6691515
31jan1977,"AMERADA HESS CORP","AHC",28484,20064,30157,23371,785.8499,.0590551,-.0297398,33.625,1977,1,6.666766,.1814815,.4302005,.6831695
28feb1977,"AMERADA HESS CORP","AHC",28484,20064,15372,23371,762.4789,-.0297398,-.0681992,32.625,1977,2,6.636575,.0590551,.5062464,.8533999
31mar1977,"AMERADA HESS CORP","AHC",28484,20064,13126,23371,706.9728,-.0681992,.0909091,30.25,1977,3,6.560992,-.0297398,.5752166,.7013804
29apr1977,"AMERADA HESS CORP","AHC",28484,20064,9497,23371,771.243,.0909091,.0227273,33,1977,4,6.648004,-.0681992,.2860472,.4322173
31may1977,"AMERADA HESS CORP","AHC",28484,20064,9080,23371,788.7712,.0227273,.0911111,33.75,1977,5,6.670476,.0909091,.300305,.5803778
30jun1977,"AMERADA HESS CORP","AHC",28484,20064,7284,25111,919.6904,.0911111,-.0484642,36.625,1977,6,6.824037,.0227273,.2621332,.5278305
29jul1977,"AMERADA HESS CORP","AHC",28484,20064,11522,25739,875.126,-.0484642,-.0588235,34,1977,7,6.774368,.0911111,.1655938,.6577716
31aug1977,"AMERADA HESS CORP","AHC",28484,20064,9115,25739,823.648,-.0588235,-.0171875,32,1977,8,6.713743,-.0484642,.0472583,.700223
30sep1977,"AMERADA HESS CORP","AHC",28484,20064,5170,25739,804.3438,-.0171875,-.088,31.25,1977,9,6.690027,-.0588235,.0158665,.4020726
31oct1977,"AMERADA HESS CORP","AHC",28484,20064,6722,25739,733.5615,-.088,.0438596,28.5,1977,10,6.597911,-.0171875,.0714805,.2771471
30nov1977,"AMERADA HESS CORP","AHC",28484,20064,8709,25739,765.7352,.0438596,-.0605042,29.75,1977,11,6.640836,-.088,-.1042423,.1054418
30dec1977,"AMERADA HESS CORP","AHC",28484,20064,8675,25772,715.173,-.0605042,-.1396396,27.75,1977,12,6.572525,.0438596,-.0857335,-.0233228
31jan1978,"AMERADA HESS CORP","AHC",28484,20064,13466,25772,615.3065,-.1396396,-.0052356,23.875,1978,1,6.422121,-.0605042,-.2127754,-.1335823
28feb1978,"AMERADA HESS CORP","AHC",28484,20064,7748,25772,612.085,-.0052356,.0926316,23.75,1978,2,6.416871,-.1396396,-.2882067,-.2317201
31mar1978,"AMERADA HESS CORP","AHC",28484,20064,5559,25772,663.629,.0926316,.1213592,25.75,1978,3,6.497723,-.0052356,-.2476792,-.1798058
28apr1978,"AMERADA HESS CORP","AHC",28484,20064,11344,25772,744.1665,.1213592,.0952381,28.875,1978,4,6.612265,.0926316,-.1636151,-.1785108
31may1978,"AMERADA HESS CORP","AHC",28484,20064,20741,25772,815.0395,.0952381,-.1067194,31.625,1978,5,6.703237,.1213592,.0283858,-.0992863
30jun1978,"AMERADA HESS CORP","AHC",28484,20064,11062,25778,721.784,-.1067194,-.0253348,28,1978,6,6.581726,.0952381,.0790027,-.0958794
31jul1978,"AMERADA HESS CORP","AHC",28484,20064,11008,29361,781.7366,-.0253348,.0610329,26.625,1978,7,6.661518,-.1067194,.025925,-.1512318
31aug1978,"AMERADA HESS CORP","AHC",28484,20064,7290,29361,829.4482,.0610329,.1327434,28.25,1978,8,6.720761,-.0253348,.1622262,-.1210311
29sep1978,"AMERADA HESS CORP","AHC",28484,20064,10942,29361,932.2117,.1327434,-.2677165,31.75,1978,9,6.83756,.0610329,.2396505,-.0510755
31oct1978,"AMERADA HESS CORP","AHC",28484,20064,9004,29361,682.6432,-.2677165,.1935484,23.25,1978,10,6.525972,.1327434,.2851595,.1786052
30nov1978,"AMERADA HESS CORP","AHC",28484,20064,13055,29361,814.7678,.1935484,.0225225,27.75,1978,11,6.702903,-.2677165,-.1607497,-.1731905
29dec1978,"AMERADA HESS CORP","AHC",28484,20064,7527,30177,848.7281,.0225225,-.0755556,28.125,1978,12,6.743739,.1935484,-.0854173,.0503902
31jan1979,"AMERADA HESS CORP","AHC",28484,20064,10912,30177,784.602,-.0755556,.0576923,26,1979,1,6.665176,.0225225,.0469067,.2483695
28feb1979,"AMERADA HESS CORP","AHC",28484,20064,10054,30177,829.8675,.0576923,.1318182,27.5,1979,2,6.721266,-.0755556,-.0070364,.1601222
30mar1979,"AMERADA HESS CORP","AHC",28484,20064,19649,30177,931.7149,.1318182,.1052632,30.875,1979,3,6.837027,.0576923,-.0101626,.1230248
30apr1979,"AMERADA HESS CORP","AHC",28484,20064,21406,30177,1029.79,.1052632,.1172161,34.125,1979,4,6.93711,.1318182,-.0109711,.1334993
31may1979,"AMERADA HESS CORP","AHC",28484,20064,37325,30177,1150.498,.1172161,.2055733,38.125,1979,5,7.04795,.1052632,.4927787,.1438746
29jun1979,"AMERADA HESS CORP","AHC",28484,20064,62279,34286,1525.727,.2055733,-.0842697,44.5,1979,6,7.330226,.1172161,.3973095,.4306312
31jul1979,"AMERADA HESS CORP","AHC",28484,20064,31830,34286,1397.155,-.0842697,.0736196,40.75,1979,7,7.242193,.2055733,.6474543,.7695624
31aug1979,"AMERADA HESS CORP","AHC",28484,20064,28774,35070,1534.313,.0736196,-.0434286,43.75,1979,8,7.335838,-.0842697,.6319247,.5272307
28sep1979,"AMERADA HESS CORP","AHC",28484,20064,21470,35070,1455.405,-.0434286,-.0451807,41.5,1979,9,7.28304,.0736196,.6564993,.4475167
31oct1979,"AMERADA HESS CORP","AHC",28484,20064,31190,35070,1389.649,-.0451807,.104101,39.625,1979,10,7.236806,-.0434286,.4000127,.8908702
30nov1979,"AMERADA HESS CORP","AHC",28484,20064,20855,35070,1534.313,.104101,.1222857,43.75,1979,11,7.335838,-.0451807,.2094487,.5126654
31dec1979,"AMERADA HESS CORP","AHC",28484,20064,23632,36887,1798.241,.1222857,.1384615,48.75,1979,12,7.494565,.104101,.1952508,.633348
31jan1980,"AMERADA HESS CORP","AHC",28484,20064,35738,36887,2047.229,.1384615,.0135135,55.5,1980,1,7.624242,.1222857,.1126763,.9829025
29feb1980,"AMERADA HESS CORP","AHC",28484,20064,28441,36887,2074.894,.0135135,-.2195556,56.25,1980,2,7.637665,.1384615,.3833103,1.134324
31mar1980,"AMERADA HESS CORP","AHC",28484,20064,31965,36887,1604.584,-.2195556,.0977011,43.5,1980,3,7.38062,.0135135,.3058663,.9112314
30apr1980,"AMERADA HESS CORP","AHC",28484,20064,17440,36887,1761.354,.0977011,.0157068,47.75,1980,4,7.473838,-.2195556,.065426,.3495519
30may1980,"AMERADA HESS CORP","AHC",28484,20064,20822,36887,1789.02,.0157068,.1030928,48.5,1980,5,7.489423,.0977011,.2248594,.3259785
30jun1980,"AMERADA HESS CORP","AHC",28484,20064,27204,38066,2017.498,.1030928,.1273585,53,1980,6,7.609613,.0157068,.1267973,.1171493
31jul1980,"AMERADA HESS CORP","AHC",28484,20064,32151,38066,2274.444,.1273585,.0209205,59.75,1980,7,7.729491,.1030928,.1075273,.345723
29aug1980,"AMERADA HESS CORP","AHC",28484,20064,19422,76132,2322.026,.0209205,.1196721,30.5,1980,8,7.750196,.1273585,.0967259,.4130817
30sep1980,"AMERADA HESS CORP","AHC",28484,20064,39295,77877,2638.083,.1196721,.1697417,33.875,1980,9,7.877808,.0209205,.104741,.5081404
31oct1980,"AMERADA HESS CORP","AHC",28484,20064,46342,77877,3085.876,.1697417,.2586751,39.625,1980,10,8.034591,.1196721,.5849273,.7685261
28nov1980,"AMERADA HESS CORP","AHC",28484,20064,66827,77877,3884.115,.2586751,-.124812,49.875,1980,11,8.26465,.1697417,.6889439,.8736682
31dec1980,"AMERADA HESS CORP","AHC",28484,20064,47060,80389,3486.873,-.124812,-.1556196,43.375,1980,12,8.15676,.2586751,1.092958,1.101372
30jan1981,"AMERADA HESS CORP","AHC",28484,20064,44619,80532,2949.485,-.1556196,.0068259,36.625,1981,1,7.989386,-.124812,.6605417,.6154214
27feb1981,"AMERADA HESS CORP","AHC",28484,20064,32870,80532,2969.617,.0068259,-.0162712,36.875,1981,2,7.996189,-.1556196,.2437293,.3458431
31mar1981,"AMERADA HESS CORP","AHC",28484,20064,43819,80532,2899.152,-.0162712,-.1111111,36,1981,3,7.972174,.0068259,.2265587,.7362283
30apr1981,"AMERADA HESS CORP","AHC",28484,20064,45166,80532,2577.024,-.1111111,-.109375,32,1981,4,7.854391,-.0162712,.0776379,.5559589
29may1981,"AMERADA HESS CORP","AHC",28484,20064,28264,80532,2295.162,-.109375,.0359649,28.5,1981,5,7.738559,-.1111111,-.1811009,.3616868
30jun1981,"AMERADA HESS CORP","AHC",28484,20064,40200,80741,2361.674,.0359649,.0940171,29.25,1981,6,7.767126,-.109375,-.4205558,.0994109
31jul1981,"AMERADA HESS CORP","AHC",28484,20064,54489,80741,2583.712,.0940171,-.1132813,32,1981,7,7.856982,.0359649,-.3141086,.010283
31aug1981,"AMERADA HESS CORP","AHC",28484,20064,31200,80741,2291.026,-.1132813,-.1444934,28.375,1981,8,7.736755,.0940171,-.1113284,.082618
30sep1981,"AMERADA HESS CORP","AHC",28484,20064,24957,81289,1950.936,-.1444934,.0364583,24,1981,9,7.576065,-.1132813,-.2173406,-.1426261
30oct1981,"AMERADA HESS CORP","AHC",28484,20064,31017,81289,2022.064,.0364583,.1055276,24.875,1981,10,7.611874,-.1444934,-.3193548,-.3729478
30nov1981,"AMERADA HESS CORP","AHC",28484,20064,56716,81289,2235.448,.1055276,-.1127273,27.5,1981,11,7.712197,.0364583,-.2063571,-.4836527
31dec1981,"AMERADA HESS CORP","AHC",28484,20064,26897,81458,1965.174,-.1127273,-.1036269,24.125,1981,12,7.583336,.1055276,-.0148556,-.3477559
29jan1982,"AMERADA HESS CORP","AHC",28484,20064,31089,81458,1761.529,-.1036269,-.2023121,21.625,1982,1,7.473938,-.1127273,-.1562535,-.3146236
26feb1982,"AMERADA HESS CORP","AHC",28484,20064,28677,81458,1405.151,-.2023121,-.0130435,17.25,1982,2,7.2479,-.1036269,-.308684,-.3898122
31mar1982,"AMERADA HESS CORP","AHC",28484,20064,34353,81458,1364.422,-.0130435,.1716418,16.75,1982,3,7.218486,-.2023121,-.3780954,-.5052097
30apr1982,"AMERADA HESS CORP","AHC",28484,20064,36671,81458,1598.613,.1716418,.0509554,19.625,1982,4,7.376892,-.0130435,-.2825389,-.4506215
28may1982,"AMERADA HESS CORP","AHC",28484,20064,42488,81458,1680.071,.0509554,-.0957576,20.625,1982,5,7.426591,.1716418,-.1889616,-.2772774
30jun1982,"AMERADA HESS CORP","AHC",28484,20064,37977,81689,1501.035,-.0957576,-.0884354,18.375,1982,6,7.31391,.0509554,-.228997,-.2668195
30jul1982,"AMERADA HESS CORP","AHC",28484,20064,44634,81689,1368.291,-.0884354,.3507463,16.75,1982,7,7.221318,-.0957576,-.214251,-.3940013
31aug1982,"AMERADA HESS CORP","AHC",28484,20064,49472,81689,1848.214,.3507463,.0895028,22.625,1982,8,7.521975,-.0884354,-.2009343,-.3770212
30sep1982,"AMERADA HESS CORP","AHC",28484,20064,71941,81757,1992.827,.0895028,.1794872,24.375,1982,9,7.59731,.3507463,.3530794,-.0163884
29oct1982,"AMERADA HESS CORP","AHC",28484,20064,91652,81757,2350.514,.1794872,-.026087,28.75,1982,10,7.762389,.0895028,.4936664,.0339514
30nov1982,"AMERADA HESS CORP","AHC",28484,20064,123848,81757,2289.196,-.026087,-.0973214,28,1982,11,7.735956,.1794872,.5036681,.1031225
31dec1982,"AMERADA HESS CORP","AHC",28484,20064,92349,82050,2051.25,-.0973214,-.035,25,1982,12,7.626204,-.026087,.3934387,.2108401
31jan1983,"AMERADA HESS CORP","AHC",28484,20064,73553,82050,1979.456,-.035,-.0984456,24.125,1983,1,7.590578,-.0973214,.3910289,.2193578
28feb1983,"AMERADA HESS CORP","AHC",28484,20064,64572,82050,1784.588,-.0984456,.116092,21.75,1983,2,7.486943,-.035,.4725701,.4751137
31mar1983,"AMERADA HESS CORP","AHC",28484,20064,92403,82050,1969.2,.116092,.1302083,24,1983,3,7.585382,-.0984456,-.0171344,.3474709
29apr1983,"AMERADA HESS CORP","AHC",28484,20064,69250,82050,2225.606,.1302083,-.0184332,27.125,1983,4,7.707785,.116092,.0068523,.2835847
31may1983,"AMERADA HESS CORP","AHC",28484,20064,47508,82050,2184.581,-.0184332,.113615,26.625,1983,5,7.689179,.1302083,-.0352139,.3803802
30jun1983,"AMERADA HESS CORP","AHC",28484,20064,56527,82339,2418.708,.113615,.0212766,29.375,1983,6,7.790989,-.0184332,-.0276318,.4984206
29jul1983,"AMERADA HESS CORP","AHC",28484,20064,65297,82339,2470.17,.0212766,.125,30,1983,7,7.812042,.113615,.1995896,.8305489
31aug1983,"AMERADA HESS CORP","AHC",28484,20064,80756,82339,2778.941,.125,-.0659259,33.75,1983,8,7.929825,.0212766,.2695469,.3840472
30sep1983,"AMERADA HESS CORP","AHC",28484,20064,61913,82428,2575.875,-.0659259,-.104,31.25,1983,9,7.853945,.125,.5841975,.4291411
31oct1983,"AMERADA HESS CORP","AHC",28484,20064,74501,82428,2307.984,-.104,-.0714286,28,1983,10,7.74413,-.0659259,.3258386,.1317831
30nov1983,"AMERADA HESS CORP","AHC",28484,20064,50257,82428,2143.128,-.0714286,.1259615,26,1983,11,7.670022,-.104,.0510907,.0412405
30dec1983,"AMERADA HESS CORP","AHC",28484,20064,59539,82636,2396.444,.1259615,.1034483,29,1983,12,7.781741,-.0714286,-.0056584,.0711079
31jan1984,"AMERADA HESS CORP","AHC",28484,20064,73284,82636,2644.352,.1034483,.0351563,32,1984,1,7.880181,.1259615,.0053658,.2497682
29feb1984,"AMERADA HESS CORP","AHC",28484,20064,70941,82636,2737.317,.0351563,-.0445283,33.125,1984,2,7.914734,.1034483,.0862573,.529641
30mar1984,"AMERADA HESS CORP","AHC",28484,20064,57199,82636,2592.705,-.0445283,.0039841,31.375,1984,3,7.860457,.0351563,-.0004924,.4187159
30apr1984,"AMERADA HESS CORP","AHC",28484,20064,39808,82636,2603.034,.0039841,-.0079365,31.5,1984,4,7.864433,-.0445283,.0224041,.1993744
31may1984,"AMERADA HESS CORP","AHC",28484,20064,72206,82636,2582.375,-.0079365,-.0912,31.25,1984,5,7.856465,.0039841,.1456222,.226766
29jun1984,"AMERADA HESS CORP","AHC",28484,20064,65550,82729,2326.753,-.0912,-.1822222,28.125,1984,6,7.752229,-.0079365,.2239553,.092864
31jul1984,"AMERADA HESS CORP","AHC",28484,20064,48973,82729,1902.767,-.1822222,.2228261,23,1984,7,7.551064,-.0912,-.0121061,-.0274968
31aug1984,"AMERADA HESS CORP","AHC",28484,20064,72168,82785,2328.328,.2228261,.0408889,28.125,1984,8,7.752906,-.1822222,-.2678608,-.2930742
28sep1984,"AMERADA HESS CORP","AHC",28484,20064,44743,82785,2400.765,.0408889,-.1034483,29,1984,9,7.783543,.2228261,-.1351268,-.0745409
31oct1984,"AMERADA HESS CORP","AHC",28484,20064,59841,82785,2152.41,-.1034483,-.0384615,26,1984,10,7.674344,.0408889,-.0578089,.0751117
30nov1984,"AMERADA HESS CORP","AHC",28484,20064,35430,82785,2069.625,-.0384615,-.014,25,1984,11,7.635123,-.1034483,-.158629,.0380389
31dec1984,"AMERADA HESS CORP","AHC",28484,20064,36243,82819,2018.713,-.014,.0512821,24.375,1984,12,7.610216,-.0384615,-.1845174,-.113545
31jan1985,"AMERADA HESS CORP","AHC",28484,20064,76011,82819,2122.237,.0512821,.1073171,25.625,1985,1,7.660226,-.014,-.1152444,-.207897
28feb1985,"AMERADA HESS CORP","AHC",28484,20064,73941,82819,2349.989,.1073171,.1110132,28.375,1985,2,7.762166,.0512821,.1373843,-.1955575
29mar1985,"AMERADA HESS CORP","AHC",28484,20064,71113,82819,2588.094,.1110132,.004,31.25,1985,3,7.858677,.1073171,.0299462,-.067714
30apr1985,"AMERADA HESS CORP","AHC",28484,20064,64110,82819,2598.446,.004,-.0717131,31.375,1985,4,7.862669,.1110132,.0993333,.0316718
31may1985,"AMERADA HESS CORP","AHC",28484,20064,105671,82819,2412.103,-.0717131,-.016309,29.125,1985,5,7.788254,.004,.2310842,.0440849
28jun1985,"AMERADA HESS CORP","AHC",28484,20064,39399,82868,2351.379,-.016309,-.0132159,28.375,1985,6,7.762757,-.0717131,.1885113,.0664726
31jul1985,"AMERADA HESS CORP","AHC",28484,20064,44864,82868,2320.304,-.0132159,.0446429,28,1985,7,7.749454,-.016309,.185728,.2828417
30aug1985,"AMERADA HESS CORP","AHC",28484,20064,33788,82868,2423.889,.0446429,-.0333333,29.25,1985,8,7.793128,-.0132159,.1129816,.035215
30sep1985,"AMERADA HESS CORP","AHC",28484,20064,33543,82915,2321.62,-.0333333,.0714286,28,1985,9,7.750021,.0446429,.0499868,.0389485
31oct1985,"AMERADA HESS CORP","AHC",28484,20064,79339,82915,2487.45,.0714286,-.0375,30,1985,10,7.819013,-.0333333,-.086431,.1201996
29nov1985,"AMERADA HESS CORP","AHC",28484,20064,45206,82915,2394.171,-.0375,-.0467532,28.875,1985,11,7.780792,.0714286,-.0250758,.2482224
31dec1985,"AMERADA HESS CORP","AHC",28484,20064,51895,82969,2260.905,-.0467532,-.1009174,27.25,1985,12,7.723521,-.0375,.0108562,.2184727
31jan1986,"AMERADA HESS CORP","AHC",28484,20064,57157,82969,2032.74,-.1009174,-.0408163,24.5,1986,1,7.61714,-.0467532,-.0204287,.1048463
28feb1986,"AMERADA HESS CORP","AHC",28484,20064,72560,82969,1949.771,-.0408163,-.1542553,23.5,1986,2,7.575468,-.1009174,-.1074892,-.1029236
31mar1986,"AMERADA HESS CORP","AHC",28484,20064,121657,82969,1649.009,-.1542553,.0377358,19.875,1986,3,7.40793,-.0408163,-.1805029,-.2255168
30apr1986,"AMERADA HESS CORP","AHC",28484,20064,91061,82969,1711.236,.0377358,.0484848,20.625,1986,4,7.444971,-.1542553,-.2830152,-.3475946
30may1986,"AMERADA HESS CORP","AHC",28484,20064,76117,82969,1794.205,.0484848,-.0693642,21.625,1986,5,7.492317,.0377358,-.3055619,-.2706732
30jun1986,"AMERADA HESS CORP","AHC",28484,20064,42840,83101,1672.408,-.0693642,-.1614907,20.125,1986,6,7.422019,.0484848,-.2435244,-.2226338
31jul1986,"AMERADA HESS CORP","AHC",28484,20064,44702,83101,1402.329,-.1614907,.2222222,16.875,1986,7,7.24589,-.0693642,-.2614679,-.2668661
29aug1986,"AMERADA HESS CORP","AHC",28484,20064,73501,83101,1713.958,.2222222,.0787879,20.625,1986,8,7.446561,-.1614907,-.3112245,-.4115314
30sep1986,"AMERADA HESS CORP","AHC",28484,20064,91205,83074,1848.396,.0787879,.1516854,22.25,1986,9,7.522074,.2222222,-.1223404,-.2559592
31oct1986,"AMERADA HESS CORP","AHC",28484,20064,201474,83074,2128.771,.1516854,-.1170732,25.625,1986,10,7.6633,.0787879,.1194969,-.2508486
28nov1986,"AMERADA HESS CORP","AHC",28484,20064,87284,83074,1879.549,-.1170732,.0497238,22.625,1986,11,7.538787,.1516854,.2424243,-.1035982
31dec1986,"AMERADA HESS CORP","AHC",28484,20064,71152,83087,1973.316,.0497238,.1578947,23.75,1986,12,7.587471,-.1170732,.0462428,-.1697248
30jan1987,"AMERADA HESS CORP","AHC",28484,20064,168089,83087,2284.893,.1578947,.0090909,27.5,1987,1,7.734074,.0497238,.1801243,-.0306122
27feb1987,"AMERADA HESS CORP","AHC",28484,20064,82761,83087,2305.664,.0090909,.1396396,27.75,1987,2,7.743124,.1578947,.6296297,.1702128
31mar1987,"AMERADA HESS CORP","AHC",28484,20064,118306,83087,2627.626,.1396396,.0750988,31.625,1987,3,7.873836,.0090909,.3454545,.3962264
30apr1987,"AMERADA HESS CORP","AHC",28484,20064,118609,83087,2824.958,.0750988,.0845588,34,1987,4,7.946249,.1396396,.4213482,.5333333
29may1987,"AMERADA HESS CORP","AHC",28484,20064,103681,83087,3063.833,.0845588,.0447458,36.875,1987,5,8.027422,.0750988,.3268292,.5722544
30jun1987,"AMERADA HESS CORP","AHC",28484,20064,88252,83115,3189.538,.0447458,.0586319,38.375,1987,6,8.067632,.0845588,.6298342,.8322981
31jul1987,"AMERADA HESS CORP","AHC",28484,20064,88915,83115,3376.547,.0586319,-.0676923,40.625,1987,7,8.124609,.0447458,.6221052,1.282963
31aug1987,"AMERADA HESS CORP","AHC",28484,20064,99122,83115,3147.981,-.0676923,-.0653465,37.875,1987,8,8.054517,.0586319,.4830471,.9773962
30sep1987,"AMERADA HESS CORP","AHC",28484,20064,71290,84404,2975.241,-.0653465,-.248227,35.25,1987,9,7.99808,-.0676923,.3701999,.708901
30oct1987,"AMERADA HESS CORP","AHC",28484,20064,102220,84404,2236.706,-.248227,-.1462264,26.5,1987,10,7.712759,-.0653465,.123743,.3868633
30nov1987,"AMERADA HESS CORP","AHC",28484,20064,64448,84404,1909.641,-.1462264,.1060774,22.625,1987,11,7.55467,-.2482269,-.2142121,.1808525
31dec1987,"AMERADA HESS CORP","AHC",28484,20064,73923,84066,2091.142,.1060774,.0603015,24.875,1987,12,7.645465,-.1462264,-.3814213,-.0395752
29jan1988,"AMERADA HESS CORP","AHC",28484,20064,53216,84066,2217.241,.0603015,.0947867,26.375,1988,1,7.704019,.1060774,-.3451078,-.0825555
29feb1988,"AMERADA HESS CORP","AHC",28484,20064,48255,84066,2427.406,.0947867,.0354978,28.875,1988,2,7.794579,.0603015,-.3440749,-.0359959
31mar1988,"AMERADA HESS CORP","AHC",28484,20064,48763,84066,2500.963,.0354978,.0210084,29.75,1988,3,7.824431,.0947867,-.2297628,-.0739363
29apr1988,"AMERADA HESS CORP","AHC",28484,20064,62145,84066,2553.505,.0210084,-.0781893,30.375,1988,4,7.845222,.0354978,-.1466581,-.1080476
31may1988,"AMERADA HESS CORP","AHC",28484,20064,41558,84066,2353.848,-.0781893,-.0705357,28,1988,5,7.763807,.0210084,.1589525,-.1603121
30jun1988,"AMERADA HESS CORP","AHC",28484,20064,63703,82054,2123.147,-.0705357,.0966184,25.875,1988,6,7.660655,-.0781893,.2513093,-.2591181
29jul1988,"AMERADA HESS CORP","AHC",28484,20064,51289,82054,2328.282,.0966184,-.030837,28.375,1988,7,7.752886,-.0705357,.0515063,-.3495159
31aug1988,"AMERADA HESS CORP","AHC",28484,20064,48552,82054,2256.485,-.030837,-.0309091,27.5,1988,8,7.721564,.0966184,.0875219,-.234874
30sep1988,"AMERADA HESS CORP","AHC",28484,20064,55208,81878,2169.767,-.0309091,.0801887,26.5,1988,9,7.682375,-.030837,-.0372682,-.2066238
31oct1988,"AMERADA HESS CORP","AHC",28484,20064,65098,81878,2343.758,.0801887,.0349345,28.625,1988,10,7.759511,-.0309091,-.0990086,.0227204
30nov1988,"AMERADA HESS CORP","AHC",28484,20064,53615,81878,2425.636,.0349345,.0683544,29.625,1988,11,7.793849,.0801887,-.0467849,.2939391
30dec1988,"AMERADA HESS CORP","AHC",28484,20064,51607,81975,2582.212,.0683544,.0714286,31.5,1988,12,7.856402,.0349345,.0701928,.210713
31jan1989,"AMERADA HESS CORP","AHC",28484,20064,44746,81975,2766.656,.0714286,.0111111,33.75,1989,1,7.925395,.0683544,.2301121,.2199083
28feb1989,"AMERADA HESS CORP","AHC",28484,20064,39954,81975,2797.397,.0111111,.1032967,34.125,1989,2,7.936445,.0714286,.2018559,.1938805
31mar1989,"AMERADA HESS CORP","AHC",28484,20064,105845,81975,3074.063,.1032967,.0166667,37.5,1989,3,8.030755,.0111111,.2538756,.1657638
28apr1989,"AMERADA HESS CORP","AHC",28484,20064,73535,81975,3125.297,.0166667,.0131148,38.125,1989,4,8.047284,.1032967,.4275202,.2597187
31may1989,"AMERADA HESS CORP","AHC",28484,20064,70312,81975,3166.284,.0131148,-.0349515,38.625,1989,5,8.060314,.0166667,.3435729,.3893459
30jun1989,"AMERADA HESS CORP","AHC",28484,20064,57479,80924,3004.303,-.0349515,.026936,37.125,1989,6,8.007801,.0131148,.3152461,.5143851
31jul1989,"AMERADA HESS CORP","AHC",28484,20064,62032,80924,3085.228,.026936,.0688525,38.125,1989,7,8.034381,-.0349515,.1880667,.3326926
31aug1989,"AMERADA HESS CORP","AHC",28484,20064,61459,80924,3297.653,.0688525,.0312883,40.75,1989,8,8.100966,.026936,.1387306,.4121362
29sep1989,"AMERADA HESS CORP","AHC",28484,20064,46124,80929,3388.902,.0312883,.0119403,41.875,1989,9,8.128262,.0688525,.2037598,.5575063
31oct1989,"AMERADA HESS CORP","AHC",28484,20064,52576,80929,3429.366,.0119403,.0324484,42.375,1989,10,8.140131,.0312883,.1251946,.4869977
30nov1989,"AMERADA HESS CORP","AHC",28484,20064,34144,80929,3540.644,.0324484,.1177143,43.75,1989,11,8.172064,.0119403,.1199637,.4539596
29dec1989,"AMERADA HESS CORP","AHC",28484,20064,46563,80944,3946.02,.1177143,-.0307692,48.75,1989,12,8.280463,.0324484,.1413364,.4050938
31jan1990,"AMERADA HESS CORP","AHC",28484,20064,43362,80944,3824.604,-.0307692,.0634921,47.25,1990,1,8.24921,.1177143,.32189,.4657938
28feb1990,"AMERADA HESS CORP","AHC",28484,20064,61389,80944,4067.436,.0634921,-.0542289,50.25,1990,2,8.310768,-.0307692,.2476107,.4050805
30mar1990,"AMERADA HESS CORP","AHC",28484,20064,46955,80944,3834.722,-.0542289,-.0290237,47.375,1990,3,8.251852,.0634921,.2413538,.3543881
30apr1990,"AMERADA HESS CORP","AHC",28484,20064,38975,80944,3723.424,-.0290237,.0054348,46,1990,4,8.222399,-.0542289,.1384174,.2599421
31may1990,"AMERADA HESS CORP","AHC",28484,20064,52210,80944,3743.66,.0054348,-.0427027,46.25,1990,5,8.227819,-.0290237,.0923335,.2075374
29jun1990,"AMERADA HESS CORP","AHC",28484,20064,63030,80886,3569.095,-.0427027,.1133144,44.125,1990,6,8.180067,.0054348,.0637531,.2580715
31jul1990,"AMERADA HESS CORP","AHC",28484,20064,65527,80886,3973.525,.1133144,.0687023,49.125,1990,7,8.287409,-.0427027,-.0889193,.172759
