exchange,year,comname,ticker,TOTAL_PRODUCTION,OIL_PRODUCTION,NGL_PRODUCTION,GAS_PRODUCTION,PRICE_OIL_HEDGED,PRICE_GAS_HEDGED,PRICE_OIL_UNHEDGED,PRICE_GAS_UNHEDGED,TOTAL_LINE_OF_CREDIT,TOTAL_CREDIT_UTILIZED,AVAIL_LINE_OF_CREDIT,Debt_Yr_1,Debt_YR_23,Debt_YR_45,Debt_yr_ge5,Remaining_DEBT,OIL_RESERVE,GAS_RESERVE,OilGas_reserve,OIL_DEVELOPED_RESV,GAS_DEVELOPED_RESV
US,2010,    Oasis Petroleum Inc,OAS,5.21,4.91,,1.78,69.53,6.52,69.6,,150,25,120,,,,,,36.55,19.379,39.78,15.65,8.208
US,2009,    Oasis Petroleum Inc,OAS,1.95,1.802,,0.892,58.82,4.24,55.32,,,35,,,,,,,12.421,5.27,13.299,5.231,
US,2008,    Oasis Petroleum Inc,OAS,1.092,1.038356,,0.336986,69.79,10.91,88.07,,,,,,,,,,2.193,0.671,2.304,,
US,2007,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2006,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2005,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2004,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2003,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2002,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2001,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2000,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,1999,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,1998,    Oasis Petroleum Inc,OAS,,,,,,,,,,,,,,,,,,,,,
US,2018,    Occidental Petroleum Corp,OXY,658,419,98,844,60.64,1.62,,,3000,,3000,116,1249,2426,6616,10407,2069,4095,2752,1501,3004
US,2017,    Occidental Petroleum Corp,OXY,602,381,86,809,48.93,1.84,,,2000,,2000,500,116,2462,6829,9907,1960,3831,2598,1442,2924
US,2016,    Occidental Petroleum Corp,OXY,630,390,81,954,38.73,1.9,,,2000,,2000,0,616,1249,8042,9907,1777,3774,2406,1350,3038
US,2015,    Occidental Petroleum Corp,OXY,668,416,73,982,47.1,1.49,,,2000,,2000,1450,1750,116,5041,8357,1639,3368,2200,1281,2704
US,2014,    Occidental Petroleum Corp,OXY,597,383,62,909,90.13,2.55,,,2000,,1000,0,2700,616,3541,6857,2132,4127,2819,1435,3069
US,2013,    Occidental Petroleum Corp,OXY,609,384,64,974,98.81,2.23,,,2000,,1000,0,1450,1750,3764,6964,1951,4723,2738,1423,3202
US,2012,    Occidental Petroleum Corp,OXY,766.3333333,470,82,1286,99.87,2.06,,,2000,1000,1000,,600,2700,4354,7654,2368,5568,3296,1753,3973
US,2011,    Occidental Petroleum Corp,OXY,733,450,79,1223,97.92,3.01,,,2000,,2000,,600,1450,3854,5904,2288,5323,3175.166667,1752,3952
US,2010,    Occidental Petroleum Corp,OXY,711,453,66,1146,75.16,3.11,,,1500,,1500,,1968,,3154,5122,2310,5138,3166.333333,1785,3722
US,2009,    Occidental Petroleum Corp,OXY,718,516,,967,55.97,2.79,,,1500,,1500,239,436,1000,1133,2808,2263,5027,3100.833333,1803,3741
US,2008,    Occidental Petroleum Corp,OXY,603,463,,837,88.26,6.1,,,1500,,1500,691,307,1368,1133,2749,2080,4452,2822,1616,3132
US,2007,    Occidental Petroleum Corp,OXY,570,453,,714,64.77,5.68,,,1500,,1500,35,923,436,383,1777,2229,3843,2869.5,1791,3069
US,2006,    Occidental Petroleum Corp,OXY,545,440,,652,57.81,6,,,1500,,1500,171,705,307,1591,2774,2243,3724,2863.666667,1794,2637
US,2005,    Occidental Petroleum Corp,OXY,526,389,,674,49.18,5.98,,,1500,,1500,46,562,785,1517,2923,2031,3478,2610.666667,1595,1999
US,2004,    Occidental Petroleum Corp,OXY,540.1666667,434,,637,35.09,4.56,,,1500,,1500,450,581,744,1991,3810,2036,2975,2531.833333,1662,1839
US,2003,    Occidental Petroleum Corp,OXY,520,419,,606,27.25,4.45,,,1500,,1500,157,1046,681,2029,4023,2038,2594,2470.333,1651,1812
US,2002,    Occidental Petroleum Corp,OXY,491.5,387,,627,22.91,2.81,,,1800,,1800,323,953,955,1668,4211,1970,2049,2311.5,1542,1740
US,2001,    Occidental Petroleum Corp,OXY,476,366,,660,21.6,6.09,,,2100,,2100,507,482,998,2086,4074,1897,2068,2241.666667,1472,1807
US,2000,    Occidental Petroleum Corp,OXY,461,343,,708,26.03,3.54,,,2100,,2100,261,1075,2025,2054,5458,1803,2210,2171.333333,1410,1898
US,1999,    Occidental Petroleum Corp,OXY,425.4,306.4,,714,15.01,2.02,,,2100,,2100,276,1315,677,2121,4393,1037,1892,1352.333333,737,1731
US,1998,    Occidental Petroleum Corp,OXY,438.166656,321,,703,,,,,,,,,,,,,1149,2336,1538.333008,908,2201
US,2018,    PDC Energy Inc,PDCE,110.0273973,46.4739726,23.36164384,241.1424658,53.86,,61.19,1.85,1300,,1300,0,200,33,1000,1194.876,322.336,1335.689,544.953,105.677,443.151
US,2017,    PDC Energy Inc,PDCE,87.20547945,35.34794521,19.1260274,196.4082192,48.23,,48.45,2.21,1000,,688.3,0,0,200,1000,1151.932,260.534,1154.294,452.917,82.082,365.332
US,2016,    PDC Energy Inc,PDCE,60.75616438,23.91232877,13.22191781,141.7260274,,,39.96,1.77,1000,,688.3,0,0,900,200,2379.954,202.457,833.697,341.407,54.209,264.452
US,2015,    PDC Energy Inc,PDCE,42.1,19.13,7.76,91.237,,,40.14,2.04,1000,48.7,401.3,115,0,37,500,652,162.702,660.737,272.825,41.268,175.367
US,2014,    PDC Energy Inc,PDCE,25.46410959,11.84082192,4.811506849,52.87123288,,,80.67,3.87,1000,67.7,382.3,,115,56,500,664.923,160.634,536.972,250.129,43.8,186.633
US,2013,    PDC Energy Inc,PDCE,17.876,7.972,2.858,42.278,,,89.92,3.24,1400,37,454.3,,115,52,500,667,142.501,739.64,265.774,38.822,220.387
US,2012,    PDC Energy Inc,PDCE,15,5.43,2.29,43.68,,,87.27,2.63,1000,75.3,396,,75.3,115,500,690.3,92.137,604.038,192.81,34.765,281.925
US,2011,    PDC Energy Inc,PDCE,20.54993333,4.6847,1.9704,83.369,80.69,4.23,87.63,3.27,400,18.7,188.2,,24,324,203,551,57.224,672.145,169.2481667,28.663,299.369
US,2010,    PDC Energy Inc,PDCE,16.91551667,3.3737,1.5605,71.8879,79.7,5.13,73.96,3.61,321.2,19.7,302.5,,,,318,,33.885,657.306,143.436,12.3,227.341
US,2009,    PDC Energy Inc,PDCE,18.97424733,3.40822,,93.396164,69.44,5.72,55.07,3.09,305,80,206.3,,80,,200.657,,18.07,608.925,119.5575,6.244,258.375
US,2008,    PDC Energy Inc,PDCE,17.68138817,3.1792,,87.013129,87.06,7.38,89.77,6.98,375,194.5,180.5,,194.5,,200.367,,15.037,662.857,125.5131667,5.438,297.041
US,2007,    PDC Energy Inc,PDCE,12.77335,2.4933,,61.6803,60.46,5.66,60.65,5.33,295,235,60,,235,,,,15.338,593.563,114.2651667,8.927,314.123
US,2006,    PDC Energy Inc,PDCE,7.738383333,1.7288,,36.0575,,,59.33,5.91,200,137,63,,,117,,,7.272,279.078,53.785,4.629,158.978
US,2005,    PDC Energy Inc,PDCE,6.239683333,1.2027,,30.2219,,,50.56,7.29,,,,,,,,,4.538,247.288,45.75266667,3.86,155.354
US,2004,    PDC Energy Inc,PDCE,5.779866667,1.0438,,28.4164,35.13,5.26,38,5.3,100,,80,,,21,,,3.316,197.549,36.24083333,3.19,146.152
US,2003,    PDC Energy Inc,PDCE,4.769863013,0.791780822,,23.86849315,,,29.43,4.51,100,60,40,0,53,,0,,3.029,180.998,33.195,2.889,134.936
US,2002,    PDC Energy Inc,PDCE,3.57266667,0.622,0,17.704,24.41,2.68,,2.66,100,,40,0,25,,0,,2.073,128.851,23.548,1.849,94.847
US,2001,    PDC Energy Inc,PDCE,3.3128,0.5343,,16.67123,22.53,3.53,,4.09,40,28,12,,28,,,,2.126,118.608,21.894,1.801,88.477
US,2000,    PDC Energy Inc,PDCE,2.9183,0.2986,,15.71781,29.99,2.74,,3.65,30,17.35,12.65,,,,,,2.166,118.64,21.93933,1.527,92.131
US,1999,    PDC Energy Inc,PDCE,1.5977,0.02191,,9.454795,18.75,2.46,,2.47,20,9.3,10.7,,,,,,1.154,101.245,18.02817,,82.628
US,1998,    PDC Energy Inc,PDCE,1.142009,0.021918,,6.720548,10.61,2.46,,2.32,,,,,,,,,0.029,80.819,13.498834,0.029,64.561996
US,2018,    Parsley Energy Inc,PE,109.416,69.46849315,22.88493151,102.369863,58.07,1.38,58.07,1.37,2300,0,991.3,2.413,1.724,0.065,2200,2206.998,426.379,572.038,521.719,251.526,358.733
US,2017,    Parsley Energy Inc,PE,67.923,44.90410959,12.36164384,63.90684932,47.68,2.4,47.68,2.43,900,0,600,2.352,2.523,0.031,2200,2208.218,341.163,451.703,416.447,169.342,240.337
US,2016,    Parsley Energy Inc,PE,38.257,25.596,6.53,36.784,47.56,2.3,41.34,2.3,875,0,599.8,67.214,1.856,0.028,1050,1122.926,185.079,223.605,222.347,85.439,123.946
US,2015,    Parsley Energy Inc,PE,22.003,13.17,4.11,28.326,56.6,2.72,44.89,2.57,575,0,574.7,0.951,1.264,0,550,556.875,97.615,157.175,123.811,38.518,77.612
US,2014,    Parsley Energy Inc,PE,14.207,7.778,3.123,19.849,81.33,4.32,81.91,4.23,750,120,244.7,0.65,1.393,120.026,550,677.495,70.284,123.645,90.891,35.038,65.484
US,2013,    Parsley Energy Inc,PE,5.011,2.874,,12.8219,87.91,4.95,93.28,4.95,750,175.3,327.2,0.314,0.853,131.908,400,430.197,41.864,,63.426,18.322,
US,2012,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2011,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2010,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2009,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2008,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2007,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2006,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2005,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2004,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2003,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2002,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2001,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2000,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,1999,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,1998,    Parsley Energy Inc,PE,,,,,,,,,,,,,,,,,,,,,
US,2018,    Pioneer Natural Resources Co,PXD,319.984,190.639,63.78,393.391,,,57.36,2.13,1500,0,1500,0,950,1100,250,2300,805.924,1458.574,1049.02,741.309,1330.852
US,2017,    Pioneer Natural Resources Co,PXD,272.33,158.571,55.008,352.507,49.23,2.65,48.24,2.63,1500,0,1500,0,900,1100,750,2750,693.386,1751.88,985.366,631.798,1629.451
US,2016,    Pioneer Natural Resources Co,PXD,233.842,133.677,43.504,339.966,51.8275,2.66,39.65,2.11,1500,0,1500,0,935,950,1350,3235,515.137,1264.729,725.925,470.443,1215.861
US,2015,    Pioneer Natural Resources Co,PXD,204.05,105.347,38.592,360.662,62.975,3.27,43.55,2.4,1500,0,1500,455,935,950,1350,3690,438.314,1356.487,664.395,379.033,1284.68
US,2014,    Pioneer Natural Resources Co,PXD,182.237,87.034,38.646,339.341,89.21,3.885,85.29,4.1,1500,,1500,0,940,450,1300,2690,521.328,1668.872,799.4733333,397.399,1486.289
US,2013,    Pioneer Natural Resources Co,PXD,174.249,75.22,35.615,380.487,93.09,3.41,93.09,3.41,1500,,1500,0,455.385,934.6,1300,2690,527.527,1906.341,845.2505,404.799,1703.667
US,2012,    Pioneer Natural Resources Co,PXD,157.673,63.073,29.816,388.709,91.01,2.75,89.32,2.75,1500,474,1000,0,479.907,1540.485,1749.5,,719.414,2197.48,1085.660667,365.337,1605.209
US,2011,    Pioneer Natural Resources Co,PXD,125.006,41.695,22.487,364.945,96.78,4.07,91.67,4.07,1250,65.1,1200,0,511.93,455.385,1634.6,,641.04,2543.704,1064.990667,310.611,1866.029
US,2010,    Pioneer Natural Resources Co,PXD,114.754,33.707,19.736,367.865,88.57,4.4,74.89,4.37,1500,114.1,1400,0,610.2,0,2089.985,,565.027,2674.522,1010.780667,281.601,1775.611
US,2009,    Pioneer Natural Resources Co,PXD,114.88,31.874,19.68,379.955,72.49,3.99,56.38,3.47,1500,286.2,1200,0,246.11,547,2089.985,,482.17,2498.801,898.6368333,237.278,1719.722
US,2008,    Pioneer Natural Resources Co,PXD,111.954,29.674,19.048,379.395,74.53,7.64,95.91,7.37,1500,959,541,0,0,919.11,2119.985,,462.95,2979.757,959.5761667,134.022,1970.447
US,2007,    Pioneer Natural Resources Co,PXD,105.4293333,25.436,18.924,366.416,66.08,7.26,70.91,6.04,1500,1180,307,3.777,0,1119.11,1726.875,,469.698,2964.414,963.767,256.679,2037.439
US,2006,    Pioneer Natural Resources Co,PXD,100.5885,26.744,18.951,329.361,65.51,6.15,63.42,5.96,1500,478.2,1000,32.075,3.777,328,1232.985,,416.971,2927.827,904.9421667,220.666,1931.492
US,2005,    Pioneer Natural Resources Co,PXD,175.571,44.087,19.729,670.527,53.71,7.31,38.7,7.02,,980.3,,,,,,2165.06,429.042,3346.088,986.7233333,239.203,2257.706
US,2004,    Pioneer Natural Resources Co,PXD,177.224,44.982,21.649,663.554,31.6,4.3,37.61,4.78,1600,877.3,722.7,130.95,832.075,378,1151.579,2492.604,408.791,3680.578,1022.221,256.434,2473.438
US,2003,    Pioneer Natural Resources Co,PXD,154.766,35.304,22.562,581.406,25.59,3.84,28.8,4.25,700,188.8,511.2,0,135.239,669.75,750.472,,422.781,2197.661,789.058,239.627,1641.424
US,2002,    Pioneer Natural Resources Co,PXD,113.524,31.545,22.154,358.945,22.89,2.58,22.95,2.52,575,287.2,287.8,0,406.704,161.13,1100.702,,380.844,2135.38,736.74,234.17,1560.344
US,2001,    Pioneer Natural Resources Co,PXD,113.997,34.241,21.37,350.314,24.12,3.23,23.88,3.2,575,294,253.1,0,0,445.998,1121.306,,325.159,2077.301,671.376,227.227,1464.324
US,2000,    Pioneer Natural Resources Co,PXD,119.0025,34.249,22.894,371.157,24.01,2.81,28.81,3.03,575,225,350,0,0,375,1203.776,,312.263,1895.528,628.184,232.531,1507.826
US,1999,    Pioneer Natural Resources Co,PXD,140.002,42.339,25.308,434.13,15.36,1.9,,,939.6,825,114.6,,,,,,292.833,1875.713,605.452,235.165,1538.31
US,1998,    Pioneer Natural Resources Co,PXD,172.2619934,59.05199814,29.2310009,503.8720093,18.5,2.200000048,,,,,,,,,,,306.3039856,2223.208008,676.8389893,274.9530029,2001.775024
US,2018,    QEP Resources Inc,QEP,142.1,65.56712329,12.7709589,382.4657534,53.02,2.78,59.43,2.82,1250,430,819.7,0,449.3,1150,500,2099.3,410.3,1487.6,658.2333333,165.1,382.3
US,2017,    QEP Resources Inc,QEP,145.6,53.75534247,14.70493151,462.739726,48.22,2.79,47.88,2.92,1250,89,1160,0,51.7,897.6,1150,2099.3,385.7,1793.6,684.6333333,143.9,655.5
US,2016,    QEP Resources Inc,QEP,152.404918,55.44754098,16.33551913,483.6065574,42.15,2.61,37.9,2.36,1800,0,1797.2,0,134,761,1150,2045,305.8,2553.8,731.4333333,138.9,1309.8
US,2015,    QEP Resources Inc,QEP,149.2326941,53.65013699,12.88849315,496.1643836,60.65,3.16,42.59,2.59,1800,0,1796.6,176.8,134,136,1775,2218.8,251.9,2108.9,603.3833333,144.1,1245.3
US,2014,    QEP Resources Inc,QEP,147.3821667,46.97,18.5455,491.2,79.79,4.33,79.79,4.33,1800,0,1796.3,0,176.8,134,1911,2221.8,269.1,2317.2,655.3,151.5,1288.4
US,2013,    QEP Resources Inc,QEP,141.15,27.97,13.18,600,89.78,3.56,89.78,3.56,1800,483.8,1016.2,0,656.8,434,1911,3001.8,251.2,2554.9,677.0166667,124.6,1406.3
US,2012,    QEP Resources Inc,QEP,145.2633333,17.28,14.65,680,84.45,2.68,84.45,2.68,1500,694.1,805.9,0,0,1166.8,2045,3211.8,218.9,2622.4,655.9666667,96.7,1531.7
US,2011,    QEP Resources Inc,QEP,126.0233333,10.25,7.44,650,86.63,4.74,86.2,3.95,1500,610.6,889.4,0,0,783.3,901.6,1684.9,144.0719,2749.4,602.3052333,71.3436,1538.3
US,2010,    QEP Resources Inc,QEP,104.5662,8.16,3.36,560,66.48,5.32,69.39,4.18,1000,405.6,594.4,58.5,400,0,1078.4,1536.9,69.6462,2612.9,505.1167,34.4585,1404.8
US,2009,    QEP Resources Inc,QEP,86.5297,9.589,,462.1918,45.91,6.39,45.45,2.99,800,200,600,0,150,200,1000,1350,37,2525,457.8167,27.4,1178.7
US,2008,    QEP Resources Inc,QEP,79.51666667,9.2,,421.9,72.96,7.56,82.74,6.73,800,450,350,,150,,700,850,31.6,2028.5,369.6833333,23.6,1128.1
US,2007,    QEP Resources Inc,QEP,64.73333333,8.3,,338.6,53.99,6.46,,,882,100,782,,,250,250,500,33.2,1668.5,311.2833333,26.7,987.4
US,2006,    QEP Resources Inc,QEP,59.93333333,7.2,,316.4,49.12,6,51.49,4.47,182,,182,,,150,250,400,28.4,1461.2,271.9333333,23.1,852
US,2005,    QEP Resources Inc,QEP,53,6.7,,277.8,41.54,5.18,51.97,6.92,200,0,200,,200,,150,350,25.924,1324.831,246.7291667,21.416,792.027
US,2004,    QEP Resources Inc,QEP,47.254,6.249,,246.03,30.97,4.18,38.1,5.11,200,,200,,200,,150,350,27.242,1270.531,238.9971667,21.293,680.587
US,2003,    QEP Resources Inc,QEP,42.35388128,6.367123288,,215.9205479,23.39,3.62,30.45,5.57,183,,183,55,0,200,150,,26.581,999.173,193.1098333,20.504,612.181
US,2002,    QEP Resources Inc,QEP,44.063999,7.671,,218.356003,20.39,2.58,22.93,2.17,143,,143,,200,200,150,,27.17,950.406006,185.570999,19.941999,540.333008
US,2001,    QEP Resources Inc,QEP,39.086758,6.849315,,193.424652,19.2152,3.213796,23.142,3.844235,280,,26.078,1.696,223.392,3.392,,,31.072001,997.976013,197.401337,21.983,587.796997
US,2000,    QEP Resources Inc,QEP,37.534248,6.027397,,189.041092,20.462727,2.803174,27.497726,3.291435,300,,55.6,,15.438,185.438,,,15.034,639.888977,121.682167,12.773,489.744995
US,1999,    QEP Resources Inc,QEP,,,,,,,,,,,,,,,,,,,,,
US,1998,    QEP Resources Inc,QEP,,,,,,,,,,,,,,,,,,,,,
US,2018,    Range Resources Corp,RRC,366.8533333,11.585,105.001,1501.604,51.6,2.98,51.6,3.04,4000,943,775.6,0,498.166,2621.163,750,3869.329,1007.45,12027.702,3012.067,550.976,6451.012
US,2017,    Range Resources Corp,RRC,334.809,13.115,97.834,1343.16,49.49,2.9,46.3,2.75,4000,1200,507.6,0,1211,1427.086,1499.243,4137.329,833.118,10263.649,2543.726167,485.066,5437.674
US,2016,    Range Resources Corp,RRC,257.0215,9.861,76.026,1026.807,47.82,2.68,34.6,2.01,4000,882,849.9,0,882,498.166,2428.646,3808.812,700.318,7870.416,2012.054,402.962,4352.141
US,2015,    Range Resources Corp,RRC,232.5693333,11.189,55.77,993.662,71.28,3.07,34.28,2.13,4000,95,1800,0,0,95,2600,2651.303,602.328,6277.697,1648.610833,340.985,3376.165
US,2014,    Range Resources Corp,RRC,193.7295,11.15,51.563,786.099,79.75,3.79,77.8,3.98,4000,723,1200,0,0,723,2350,3073,564.565,6922.836,1718.371,294.451,3583.051
US,2013,    Range Resources Corp,RRC,156.6311667,10.486,25.356,724.735,84.7,4,86,3.61,1750,500,1200,0,500,0,2640.516,3140.516,422.772,5665.645,1367.046167,232.531,2797.483
US,2012,    Range Resources Corp,RRC,125.4391667,7.79,19.036,591.679,83.64,3.95,83.46,2.83,1750,739,926.3,0,0,739,2139.185,2878.185,285.481,4792.676,1084.260333,180.651,2373.604
US,2011,    Range Resources Corp,RRC,86.33716667,5.369,14.664,397.825,81.34,5.22,86.22,4.21,2000,187,1813,0,,187,1800,1974.967,174.047,4009.676,842.3263333,82.344,1907.209
US,2010,    Range Resources Corp,RRC,63.63316667,5.3,9.864,290.815,69.31,4.46,69.18,4.54,1250,274,976,0,274,150,1286.854,1960.536,145.961,3566.526,740.382,70.121,1762.766
US,2009,    Range Resources Corp,RRC,72.654,7.005,5.992,357.942,62.58,6.13,54.98,3.32,1250,324,926,0,324,150,1035.471,1707.833,85.67,2614.717,521.4561667,46.831,1445.705
US,2008,    Range Resources Corp,RRC,64.27383333,8.428,3.786,312.359,68.2,8.15,96.77,8.07,1250,693,557,0,0,890.968,150,1790.668,73.336,2213.546,442.2603333,49.009,1337.978
US,2007,    Range Resources Corp,RRC,53.16983333,9.205,3.054,245.465,60.16,7.66,67.47,6.54,900,303.5,596.5,0,0,303.5,850,1153.5,66.66,1832.797,372.1261667,47.015,1144.709
US,2006,    Range Resources Corp,RRC,43.606,8.326,2.991,193.734,47.46,6.62,62.36,6.59,800,452,348,0,0,452,,1052,53.707,1435.978,293.0366667,37.75,875.395
US,2005,    Range Resources Corp,RRC,39.84565,8.3041,2.7726,172.6137,38.71,6.03,53.31,7.98,600,269.2,330.8,0,0,269.2,,616.148,46.892,1125.41,234.4603333,33.029,724.876
US,2004,    Range Resources Corp,RRC,32.74978333,6.8822,2.70685,138.9644,28.04,4.45,39.25,5.79,575,423.9,151.1,423.9,0,0,,620.556,38.166,946.428,195.904,27.715,580.006
US,2003,    Range Resources Corp,RRC,26.5085,5.542,1.099,119.205,23.53,3.94,28.42,5.1,500,248.2,251.8,0,0,259.849,98.331,358.18,33.023,486.404,114.0903,17.176,344.187
US,2002,    Range Resources Corp,RRC,25.01233333,5.132,1.115,112.592,22.25,3.5,23.34,3.02,500,352,148,,192.3,90.901,84.84,368.041,22.952,440.267,96.32983333,17.176,320.224
US,2001,    Range Resources Corp,RRC,25.447,5.249,0.893,115.83,25.55,3.66,23.34,3.91,500,320,180,193.801,193.801,198.43,198.43,302.491,20.68,388.927,85.50116667,14.066,276.162
US,2000,    Range Resources Corp,RRC,25.30933333,5.575,0.995,112.436,23.3,2.9,28.15,3.71,225,89.9,135.1,,,,,458.1,26.002,427.667,97.27983333,17.215,305.796
US,1999,    Range Resources Corp,RRC,30.485,6.156,1.129,139.2,14.72,2.13,16.21,2.24,225,140,85,,,,,458.9,28.817,443.783,102.7808333,17.884,299.436
US,1998,    Range Resources Corp,RRC,27.910046,5.958904,1.315068,123.816437,12.01,2.33,,,,19.8,,,,,,,27.129,633.317017,132.681839,19.649,436.062012
US,2018,    SM Energy Co,SM,120.3,51.4,21.8,282.7,53.13,3.31,56.8,3.43,1000,0,999.8,0,,476.8,2000,2448.439,283.1,1321.8,503.4,128.3,699.1
US,2017,    SM Energy Co,SM,121.8,37.4,28.2,337,45.6,3.72,47.88,3,925,0,924.8,0,0,1078.9,1895,2769.663,254.7,1280.1,468.05,107.6,642.9
US,2016,    SM Energy Co,SM,151,45.4,38.8,401.5,51.48,2.94,36.85,2.3,2500,103.5,1061.3,0,0,519.4,2456.8,2766.719,210.6,1111.1,395.7833333,107.1,609.1
US,2015,    SM Energy Co,SM,175.9,52.7,44,475.7,60.34,3.28,41.49,2.57,2500,202,1297.8,0,0,202,2350,2552,260.7,1264,471.3,137.1,644.4
US,2014,    SM Energy Co,SM,151.1,45.6,35.6,419,82.68,4.4,80.97,4.58,2500,166,1333.192,,,,,,303.2,1466.5,547.7,156,784.6
US,2013,    SM Energy Co,SM,132.4,38.2,26,409.2,89.92,4.14,91.19,3.93,1300,0,1299.2,0,0,0,1600,1600,230.5,1189.3,428.7,114,569.2
US,2012,    SM Energy Co,SM,99.66666667,28.3,16.7,328,83.52,3.48,85.45,2.98,1000,340,659.2,0,0,340,1100,1440,154.5,833.4,293.4,86,483.2
US,2011,    SM Energy Co,SM,77.5,22.1,9.6,274.8,78.89,4.8,88.23,4.32,2500,,999.4,347.1,91.9,91.9,860.1,1391,99.2,664,209.8666667,65.5,451.2
US,2010,    SM Energy Co,SM,50.21666667,17.4,,196.9,66.85,6.05,72.65,5.21,678,48,629.5,10.1,338,0,0,348.1,57.4,640,164.0666667,46,411
US,2009,    SM Energy Co,SM,49.76666667,17.3,,194.8,56.74,5.59,54.4,3.82,678,188,489.4,0.0101,488.1,0,0,498.2,53.8,449.545,128.7241667,48.1,342.044
US,2008,    SM Energy Co,SM,52.21666667,18.1,,204.7,75.59,8.79,92.99,8.6,678,300,200,10.1,320.1,290,0,620.2,51.363,557.366,144.2573333,47.106,433.21
US,2007,    SM Energy Co,SM,49.06666667,18.9,,181,62.6,7.63,67.56,6.74,500,285,215,10.1,315.2,290,0,615.3,78.847,613.45,181.0886667,68.277,426.627
US,2006,    SM Energy Co,SM,42.36933333,16.594,,154.652,56.6,7.37,59.33,6.58,500,434,66,1.6,0,334,0,335.6,74.195,482.475,154.6075,61.519,358.477
US,2005,    SM Energy Co,SM,39.89166667,16.238,,141.922,50.93,7.9,53.18,8.08,500,100,400,6.2,101.6,0,0,107.8,62.903,417.075,132.4155,55.971,47.992
US,2004,    SM Energy Co,SM,34.33233333,13.113,,127.316,32.53,5.52,39.77,5.85,300,137,263,0,137,0,0,137,56.574,319.196,109.7733333,47.992,272.295
US,2003,    SM Energy Co,SM,35.118,12.441,,136.062,26.96,4.89,,,300,111,189,0,11,100,0,111,47.787,307.024,98.95766667,43.693,264.14
US,2002,    SM Energy Co,SM,25.13933333,7.713,,104.558,25.34,3,,,200,14,186,2,8,4,,14,36.119,274.172,81.81433333,33.58,228.973
US,2001,    SM Energy Co,SM,24.6995,6.667,,108.195,23.29,3.73,,,200,64,136,,19.2,44.8,,64,23.669,241.231,63.87416667,20.679,205.637
US,2000,    SM Energy Co,SM,24.0125,6.551,,104.769,23.53,3.44,,,200,22,178,0,3.142,12.572,6.286,22,20.95,225.975,58.6125,19.006,192.472
US,1999,    SM Energy Co,SM,14.203,3.79,,62.478,16.56,2.17,,,200,13,187,0,5.2,5.2,2.6,13,18.9,207.642,53.507,16.688,169.379
US,1998,    SM Energy Co,SM,15.109,3.493,,69.697998,12.98,2.13,,,,,,,,,,,8.614,132.604996,30.715,7.723,112.189003
US,2018,    Sanchez Energy Corp,SNEC,78.939,26.4520548,27.22191781,151.5890411,54.26,3.11,64.63,3.16,500,,0,0,600,1650,0,2250,253.364,762.429,380.435,117.356,374.146
US,2017,    Sanchez Energy Corp,SNEC,70.32,22.51232877,22.85479452,149.7287671,50.12,3.12,48.69,3.1,1500,,250,0,0,600,1150,1750,234.13,771.593,362.729,111.854,384.989
US,2016,    Sanchez Energy Corp,SNEC,53.358,17.40437159,16.28415301,118.0027322,55.37,3.07,37.95,2.5,1500,,300,0,0,600,1150,,123.244,417.165,192.77,39.305,149.029
US,2015,    Sanchez Energy Corp,SNEC,52.56,19.63013699,15.76438356,102.9972603,60.28,3.12,42.98,2.63,1500,,,,,,,,88.563,234.475,127.643,42.521,132.911
